UBIGEO,VIVIENDA,Estatal,EquipoEdu,CalidadEdu,Edad
150119,166,1,3,3,11
150119,166,1,3,3,12
150106,11,1,2,3,13
150106,20,2,3,3,16
150106,47,1,2,2,6
150123,43,1,3,3,14
150123,43,1,4,4,6
150123,93,2,3,3,15
150123,93,2,3,3,12
150123,93,2,3,3,10
150123,108,1,3,3,12
150119,22,2,3,3,11
150119,44,1,3,3,15
150119,44,1,3,3,8
150119,55,2,3,3,16
150119,68,1,3,3,15
150119,79,2,4,4,13
150139,42,1,3,3,15
150139,42,1,3,4,14
150139,42,1,3,3,10
150139,72,1,3,3,6
150139,72,1,2,3,10
150139,87,2,4,4,15
150139,87,2,3,3,14
150139,87,2,3,3,10
150118,13,1,2,3,16
150118,23,1,3,2,11
150118,65,2,3,3,14
150118,65,2,3,3,11
150601,51,1,3,3,14
150601,51,1,3,3,12
150601,76,1,2,3,12
150601,205,2,5,5,11
150601,229,1,3,3,16
150201,7,1,2,3,10
150201,7,1,2,3,8
150201,37,1,3,3,8
150812,9,1,3,3,8
150812,24,1,3,3,15
150812,24,1,3,3,12
150812,24,2,3,3,6
150812,54,1,3,3,13
150812,69,1,3,3,14
150507,10,2,4,4,7
150501,59,1,3,3,14
150501,105,1,3,3,16
150501,149,1,2,2,11
150801,134,1,3,3,10
150801,134,1,3,3,6
150801,123,2,3,3,6
150501,2,2,3,3,13
150501,23,2,3,3,17
150501,64,2,3,3,16
150501,64,1,3,3,12
150501,64,1,3,3,6
150501,126,2,3,3,9
150810,89,1,3,3,15
150204,15,1,3,3,10
150204,86,1,2,3,11
150204,86,1,2,3,6
150204,86,1,3,3,6
150806,53,1,3,3,13
150806,53,1,3,3,11
150201,54,1,3,3,8
150501,6,1,3,3,16
150501,119,1,3,3,14
150501,119,1,3,3,11
150501,120,1,3,3,16
150501,121,1,3,3,16
150501,121,1,3,4,13
150501,121,1,3,3,8
150501,123,1,3,3,15
150501,123,1,3,3,8
151030,34,1,3,3,12
151030,36,1,2,3,15
151030,36,1,3,3,8
151030,83,1,3,3,12
150711,6,1,3,3,9
150711,6,1,3,4,7
150711,15,1,3,3,10
150711,25,1,2,2,10
150403,13,1,2,2,14
150403,13,1,3,3,12
150403,13,1,3,3,11
150403,55,1,3,3,15
150403,55,1,3,3,9
150403,58,1,3,3,12
150403,58,1,3,3,6
160101,23,1,3,3,12
160101,39,1,3,3,12
160101,54,2,3,4,11
160101,54,2,3,3,16
160101,70,1,3,3,14
160101,105,1,3,3,14
160101,105,1,2,3,13
160101,105,1,3,3,11
160101,105,1,3,3,8
160113,33,1,2,2,9
160113,66,1,3,4,16
160113,92,1,3,3,15
160113,105,1,3,3,17
160113,118,2,3,3,7
160108,11,2,3,3,7
160108,42,1,3,3,10
160108,58,1,2,3,13
160108,58,1,3,3,9
160108,73,2,4,4,13
160108,135,2,3,3,13
160108,5,1,3,3,13
160108,5,1,3,3,6
160108,59,1,2,3,7
160112,3,1,3,3,13
160112,23,1,4,3,15
160112,23,1,3,3,12
160112,23,1,3,3,7
160112,121,1,2,2,9
160112,121,1,2,1,7
160201,8,1,3,3,15
160201,72,1,3,3,13
160201,122,1,3,3,11
160606,17,1,3,3,11
160606,17,1,3,3,8
160606,17,1,4,4,6
160606,49,1,3,3,12
160606,81,1,3,3,16
160606,81,1,3,3,8
160606,97,1,3,3,17
160301,108,1,2,3,16
160301,108,1,3,3,12
160301,127,1,3,1,14
160301,127,1,3,3,11
160106,24,1,3,4,10
160106,24,1,3,3,6
160106,80,1,3,3,13
160106,80,1,2,3,9
160103,11,1,3,3,16
160103,44,1,3,3,16
160103,44,1,3,4,14
160103,44,1,2,3,8
160103,68,1,3,3,13
160103,68,1,3,3,9
160103,68,1,3,3,17
160103,78,1,3,3,14
160103,78,1,3,3,11
160103,78,1,3,3,12
160201,85,1,3,3,7
160201,87,1,3,3,16
160201,218,1,3,3,11
160201,218,1,3,3,6
160201,219,1,3,3,15
160201,219,1,2,2,7
160702,13,1,2,3,15
160702,13,1,2,3,13
160702,13,1,2,3,11
160702,13,1,2,3,8
160702,13,1,3,3,6
160702,14,1,2,4,16
160702,14,1,3,3,13
160702,16,1,3,3,12
160702,16,1,3,3,10
160702,16,1,3,3,8
160702,82,1,3,3,14
160702,82,1,3,3,11
160702,83,1,2,3,13
160702,83,1,2,2,11
160702,83,1,2,2,9
160702,83,1,2,2,7
160702,85,1,3,3,16
160702,85,1,3,3,14
160702,85,1,3,3,10
160702,85,1,3,3,8
160702,85,1,3,3,7
160702,86,1,2,2,17
160702,86,1,2,3,14
160702,86,1,2,2,12
160702,86,1,2,3,10
160702,86,1,2,3,8
160509,27,1,3,3,16
160509,27,1,3,2,10
160509,70,1,2,3,13
160509,70,1,2,2,10
160509,70,1,3,1,7
160509,71,1,3,2,8
160509,71,1,3,1,6
160509,71,1,3,3,7
160509,72,1,1,2,15
160509,72,1,2,3,13
160509,72,1,2,3,8
160509,73,1,2,2,13
160509,73,1,3,3,9
160509,73,1,3,2,7
160301,4,1,3,2,11
160301,4,1,3,3,7
160301,102,1,3,3,17
160301,102,1,3,3,15
160301,102,1,3,3,12
160301,102,1,3,3,9
160301,103,1,3,3,11
160301,104,1,4,3,12
160301,104,1,3,3,10
160301,104,1,3,3,8
160301,105,1,3,2,9
160301,105,1,3,2,6
170101,11,1,3,3,12
170101,25,2,4,4,17
170101,25,1,3,3,15
170101,25,1,3,3,8
170101,72,1,2,3,13
170101,72,1,2,3,7
170101,117,1,3,3,11
170101,28,1,3,4,8
170101,65,1,3,3,10
170101,65,1,3,3,7
170101,101,1,3,2,12
170101,139,2,3,3,17
170101,139,1,3,3,15
170101,139,1,2,3,10
170101,139,1,3,2,7
170101,155,1,3,3,10
170101,155,1,3,3,8
170101,174,1,3,3,7
170204,17,1,2,2,12
170204,108,1,2,3,7
170204,131,1,3,3,12
170204,131,1,3,3,7
170204,154,1,2,3,11
170204,154,1,2,3,6
170102,9,1,2,3,11
170102,9,1,3,2,9
170102,62,1,3,3,8
170303,2,1,3,3,8
170303,44,1,2,3,7
170303,44,1,1,3,9
170303,45,1,3,3,17
170303,45,1,3,3,14
170303,45,1,1,1,11
170303,45,1,1,1,9
170303,45,1,2,2,7
170303,46,1,1,2,7
170303,49,1,2,2,17
180101,3,1,3,4,17
180101,3,2,3,4,10
180101,89,1,2,3,13
180101,89,1,2,3,13
180101,110,1,3,3,14
180101,110,1,3,3,11
180101,110,1,3,3,9
180101,132,1,3,3,15
180101,132,1,3,4,12
180101,39,1,2,3,14
180101,72,1,3,3,14
180101,72,1,3,3,8
180101,72,1,3,3,8
180101,95,1,3,3,15
180101,95,1,3,3,13
180101,125,1,4,3,14
180101,125,1,3,3,12
180301,161,1,3,3,13
180301,28,1,3,3,16
180301,28,1,3,4,13
180301,66,2,3,3,17
180301,32,1,3,3,8
180301,72,1,3,3,7
180201,9,1,3,4,15
180201,9,1,3,3,13
180201,9,1,2,3,8
180201,9,1,3,3,6
180201,30,1,3,3,15
180201,30,1,3,3,12
180201,30,1,3,3,9
180201,30,1,3,3,7
180201,30,1,3,3,7
180201,20,1,3,3,10
180201,78,1,3,3,9
180201,86,1,3,3,15
180201,87,1,3,3,8
180103,63,1,3,3,7
190109,7,1,3,3,11
190109,28,1,2,4,13
190109,39,1,3,3,14
190109,39,1,3,3,9
190113,28,1,3,4,17
190113,28,1,2,3,10
190113,54,1,2,3,15
190113,54,1,3,3,6
190111,98,1,3,3,9
190307,22,1,2,4,13
190307,22,1,2,4,17
190307,54,1,3,2,8
190307,71,1,3,3,15
190307,71,1,3,3,12
190307,105,1,3,3,11
190308,5,1,2,2,14
190308,5,1,2,1,9
190308,43,1,2,4,13
190308,55,1,2,3,11
190308,71,1,3,4,14
190106,33,1,3,3,11
190106,33,1,3,3,9
190106,51,1,3,3,12
190106,51,1,2,3,11
190106,51,1,2,3,8
190106,78,1,2,2,14
190106,78,1,3,2,12
190106,78,1,2,3,6
190107,19,1,2,3,15
190107,20,1,3,3,10
190107,153,1,2,3,7
190107,153,1,2,3,6
190107,154,1,3,2,16
190107,154,1,3,3,11
190107,154,1,3,3,7
190107,155,1,3,3,11
190107,156,1,3,3,11
190107,156,1,3,3,8
190302,21,1,3,3,14
190302,275,1,2,3,15
190302,275,1,1,3,9
190302,275,1,2,3,6
190302,281,1,3,3,15
190302,281,1,4,3,8
190302,283,1,3,3,13
190302,284,1,3,3,11
190302,285,1,3,3,7
200115,2,1,2,3,9
200115,2,1,2,3,8
200115,42,2,3,4,16
200115,42,2,3,4,13
200115,64,1,3,4,7
200115,74,2,3,3,12
200115,74,1,3,3,10
200115,74,1,3,3,8
200104,5,1,3,3,9
200104,33,1,2,3,11
200104,33,1,3,3,6
200104,46,1,3,4,17
200104,46,1,3,3,12
200104,46,1,3,3,8
200104,75,1,3,4,13
200104,75,1,2,3,10
200104,75,1,2,3,16
200104,91,1,3,4,12
200104,103,1,3,3,9
200101,29,2,5,3,7
200101,45,2,3,3,7
200101,61,1,2,3,9
200101,61,2,3,3,6
200101,61,1,3,4,10
200101,77,1,4,4,12
200101,142,2,3,3,14
200101,142,2,4,4,11
200115,10,1,3,3,11
200115,28,1,2,2,8
200115,28,1,3,3,6
200501,34,1,3,4,16
200501,34,1,3,3,7
200501,87,1,3,3,14
200501,87,1,3,3,14
200501,123,2,2,3,15
200501,123,2,2,3,6
200501,123,2,2,3,6
200107,9,1,3,4,12
200107,24,1,3,3,13
200107,76,1,4,3,7
200701,1,2,3,3,12
200701,1,2,3,4,8
200701,16,1,2,2,15
200701,16,1,1,3,13
200701,16,1,3,4,8
200701,108,2,3,3,17
200701,108,1,3,4,16
200601,48,1,3,3,17
200601,65,1,4,3,16
200105,23,1,2,3,8
200105,47,1,2,3,10
200105,60,2,3,4,15
200601,18,2,5,5,17
200601,18,2,3,3,16
200601,88,2,3,3,15
200601,112,1,4,4,14
200601,112,1,3,3,8
200601,2,1,3,3,14
200601,2,1,3,3,13
200601,19,1,3,3,8
200601,69,1,5,3,13
200601,69,1,2,3,17
200601,69,1,3,3,12
200601,103,1,4,4,9
200401,122,1,3,3,11
200401,147,1,3,4,6
200401,175,1,3,3,11
200607,39,1,2,4,15
200607,79,1,3,3,16
200607,79,1,4,4,12
200207,13,1,3,3,17
200207,14,1,3,3,11
200207,16,1,3,3,16
200207,16,1,3,3,14
200207,16,1,3,3,10
200207,106,1,3,3,16
200207,107,1,3,4,17
200207,107,1,3,3,11
200207,108,1,3,3,8
200114,254,1,2,3,11
200114,256,1,3,4,15
200114,256,1,3,3,13
200114,256,1,2,3,11
200114,256,1,2,3,8
200114,257,1,2,3,16
200114,257,1,3,4,14
200403,40,1,4,3,15
200403,44,1,3,3,14
200206,85,1,3,3,12
200206,85,1,3,3,9
200206,87,1,3,3,16
200206,87,1,3,3,10
210101,18,2,3,4,12
210101,18,2,3,3,11
210101,52,2,3,4,14
210101,35,1,3,3,9
210101,35,1,3,3,6
210101,87,1,3,3,10
210101,101,1,3,3,14
211105,22,1,3,4,12
211105,22,1,2,3,9
211105,72,2,3,3,7
211105,107,1,2,3,11
211105,107,1,2,3,9
210701,38,1,2,3,16
210601,14,1,2,4,16
210601,36,1,3,3,8
211101,15,1,2,4,12
211101,40,1,3,3,12
211101,65,1,2,3,9
211301,91,1,3,3,16
211301,91,1,2,4,13
211301,91,1,3,3,10
211301,91,1,3,3,8
210201,1,1,2,3,17
210201,1,1,3,3,14
210201,1,1,3,3,12
210201,2,1,3,3,14
210201,2,1,3,3,12
210201,3,1,3,3,17
210201,4,1,3,3,14
210201,140,1,3,3,17
210201,140,1,3,3,7
210201,143,1,3,3,16
210406,168,1,3,4,17
210406,168,1,3,3,6
210406,169,1,4,4,13
210406,169,1,3,3,8
211003,13,1,3,4,14
211003,80,1,3,2,10
211003,80,1,3,3,8
211003,82,1,3,4,7
211003,83,1,3,3,16
211003,83,1,3,3,9
211002,55,1,3,3,15
220101,50,1,2,3,12
220101,119,1,2,3,14
220101,136,1,2,4,15
220101,136,1,3,3,7
220303,22,1,3,3,8
220303,37,1,3,3,7
220303,70,1,3,3,13
220303,70,1,3,3,11
220303,87,2,3,3,17
220303,105,1,3,3,9
220404,62,1,3,3,16
220404,62,1,3,2,7
220404,84,1,3,3,16
220404,84,1,3,3,8
220404,107,1,2,3,8
220404,129,1,3,3,12
220404,129,1,3,3,8
220510,47,1,3,3,15
220510,69,1,3,3,13
220510,91,1,3,3,10
220510,91,1,2,3,10
220510,136,1,3,3,10
220510,136,1,3,3,8
220504,1,1,3,3,15
220504,1,1,3,3,10
220504,52,1,3,3,12
220504,52,1,3,3,8
220805,5,1,3,3,8
220805,6,1,2,3,12
220805,6,1,2,3,9
220805,6,1,2,3,6
220805,149,1,2,3,17
220805,149,1,2,3,13
220805,149,1,2,3,7
220805,151,1,3,3,14
220805,152,1,3,3,17
220805,152,1,3,3,11
220805,152,1,3,3,12
220805,153,1,3,3,12
220805,173,1,3,3,13
220805,173,1,3,3,15
220404,49,1,3,3,10
220404,49,1,3,3,6
220404,50,1,3,3,11
220404,50,1,3,3,8
220404,50,1,3,3,6
220404,128,1,3,3,15
220404,133,1,3,3,17
220404,133,1,3,3,11
220404,133,1,3,3,8
220901,20,1,3,3,16
220901,20,1,3,3,13
220901,4,1,2,3,11
220901,4,1,2,3,6
220901,37,1,3,3,6
220901,102,1,3,3,10
220901,102,1,3,3,6
220909,51,1,2,3,15
220909,96,1,3,3,16
220909,96,1,3,3,14
220910,50,1,4,3,12
220910,77,1,4,4,13
220910,90,1,2,3,10
220913,4,2,5,3,17
220913,4,1,3,3,11
220913,12,1,5,5,16
220913,12,1,3,3,7
220913,12,1,3,3,6
220913,29,1,3,3,8
220913,39,1,2,3,6
220913,64,1,3,3,16
220913,64,1,3,3,11
220708,77,1,3,3,16
220708,77,1,3,3,13
220708,78,1,3,3,16
220708,78,1,2,3,13
220708,80,1,2,3,13
220708,80,1,2,3,9
220708,80,1,2,3,7
220708,81,1,2,3,15
220708,81,1,2,3,13
220708,83,1,3,3,10
220708,83,1,3,3,6
221002,64,1,3,2,10
221002,164,1,3,2,10
221002,164,1,3,3,10
221002,165,1,3,3,14
221002,166,1,3,3,16
230110,23,1,3,3,13
230110,75,1,3,2,14
230110,84,1,3,3,11
230101,13,1,3,3,15
230101,13,1,3,3,7
230101,26,1,3,3,6
230101,50,1,3,4,17
230101,82,1,3,3,9
230101,82,1,3,3,7
230101,94,1,3,3,11
230108,41,1,3,3,17
230108,41,1,3,3,15
230108,41,1,3,3,13
230108,109,1,3,3,8
230101,57,2,4,3,15
230102,48,1,3,3,8
230102,116,1,3,3,15
230102,139,1,2,3,15
230110,9,1,3,2,12
230110,9,1,3,2,10
230110,80,1,3,3,8
230110,94,1,3,3,13
230101,62,2,3,3,11
230101,74,1,3,3,12
230101,6,2,3,3,7
230101,62,1,3,3,16
230110,15,1,3,2,17
230110,94,1,3,3,13
230110,94,1,1,3,6
230110,144,1,3,3,8
230101,21,1,3,3,16
230101,39,1,3,4,6
230101,39,1,3,3,15
230111,29,1,3,3,15
230111,30,1,3,3,12
230111,30,1,3,3,9
230111,31,1,2,3,7
230111,119,1,3,3,17
230111,119,1,3,3,11
230111,121,1,2,3,10
230111,123,1,2,3,6
230406,7,1,2,2,8
240101,99,2,3,3,7
240101,99,2,3,3,10
240101,5,1,3,3,10
240101,80,1,3,3,10
240101,3,1,3,3,7
240101,7,1,3,3,14
240101,7,1,3,3,12
240101,7,1,3,3,7
240101,11,1,3,3,17
240301,41,1,2,3,10
240203,37,1,3,3,14
240203,37,1,3,3,9
240203,48,1,3,3,16
240203,48,1,3,3,12
240203,48,1,3,3,10
240203,48,1,3,3,7
240203,59,1,3,3,16
240203,59,1,3,3,12
240203,71,1,3,3,11
240203,71,1,3,3,8
240203,58,1,3,3,10
240203,58,1,3,3,6
240203,117,1,3,3,12
240201,13,1,3,3,10
240201,78,1,3,3,9
240201,100,1,2,3,16
240201,100,1,3,3,13
240201,143,1,2,3,15
240201,143,1,2,3,13
240103,42,2,3,3,12
240103,115,1,3,3,14
240103,115,1,3,4,12
240103,115,1,3,3,8
240103,120,1,4,4,13
240103,120,1,4,3,11
240105,105,1,3,3,16
240105,107,1,3,3,15
240105,108,1,3,3,11
240105,108,1,3,3,8
250107,9,1,3,3,14
250107,83,1,3,3,11
250107,83,1,3,3,10
250107,97,1,3,3,13
250107,97,1,3,3,7
250107,112,1,3,3,15
250107,112,1,3,3,13
250107,112,1,3,3,11
250107,126,2,2,2,8
250101,11,1,2,3,8
250101,43,1,4,3,12
250101,43,1,3,3,9
250101,60,1,2,3,15
250101,76,2,3,3,8
250101,140,1,3,3,11
250101,157,2,3,3,17
250107,4,1,3,3,10
250107,22,2,3,3,17
250107,22,1,3,3,9
250107,41,1,3,3,17
250107,41,1,3,4,15
250105,7,1,3,3,12
250105,7,1,3,3,6
250105,22,1,3,3,14
250105,22,1,4,4,12
250105,22,1,3,3,10
250105,22,1,3,3,8
250105,36,1,3,3,7
250105,66,2,4,4,9
250105,124,1,3,3,7
250101,9,1,4,4,14
250101,9,1,3,4,10
250101,28,2,3,3,6
250101,106,2,3,4,13
250101,106,1,2,3,10
250101,106,1,3,3,8
250101,125,2,4,3,15
250101,13,1,3,3,10
250101,30,1,4,3,17
250101,65,1,3,3,16
250101,82,1,3,4,16
250101,82,1,2,3,11
250101,99,1,3,3,15
250101,99,1,3,2,12
250201,24,2,3,3,17
250201,24,1,3,3,12
250201,24,1,3,3,8
250201,39,1,3,3,6
250201,83,1,3,3,7
250201,111,1,3,3,7
250301,10,1,2,3,11
250301,10,2,3,3,9
250301,116,1,3,3,14
250301,116,1,3,3,14
250104,1,1,3,3,8
250104,21,1,3,3,11
250104,60,1,3,3,17
250104,60,1,3,3,15
250104,60,1,3,3,11
250104,80,1,3,3,7
250104,99,1,3,3,11
250104,119,1,3,3,15
250104,119,1,3,3,10
250203,25,1,2,3,14
250203,25,1,2,3,11
250203,25,1,2,3,7
250203,26,1,2,3,12
250203,26,1,3,3,10
250203,26,1,2,3,6
250203,65,1,3,3,10
250203,65,1,3,3,8
250203,65,1,3,3,6
250203,68,1,2,3,8
250203,68,1,3,3,7
250302,5,1,2,3,16
250302,7,1,2,3,16
250302,85,1,3,3,13
250302,86,1,3,3,12
250302,86,1,3,3,7
250302,87,1,2,3,9
250302,87,1,2,3,6
250302,2,1,3,3,15
250302,3,1,3,2,12
250302,137,1,3,3,14
250302,137,1,2,1,12
250302,139,1,2,2,15
250302,139,1,3,3,8
250302,140,1,3,3,16
250302,140,1,3,3,13
250302,140,1,3,3,10
250302,140,1,3,3,7
250302,141,1,2,3,12
40111,24,1,3,3,11
40111,24,1,2,2,8
40111,36,1,1,3,12
40111,36,1,3,3,9
40111,36,1,3,3,8
40111,108,1,3,2,17
40111,108,1,3,4,15
40111,108,1,2,3,10
10512,1,1,3,3,15
10512,1,1,3,3,9
10512,57,1,3,3,16
21801,12,1,3,3,17
21801,93,1,3,3,14
21801,93,1,3,3,9
21809,38,1,3,3,12
21809,38,1,3,3,9
21809,51,1,3,4,15
20105,18,1,4,3,12
20105,48,2,3,3,9
20105,77,2,2,3,15
20105,77,2,3,3,13
20105,77,2,3,3,9
21209,53,1,3,3,7
21209,55,1,3,3,12
21209,55,1,3,3,8
40107,123,1,4,4,13
40107,123,1,3,3,12
40107,123,1,2,2,8
50116,69,2,3,3,14
50116,69,2,3,3,11
60106,40,1,3,3,15
60106,40,1,3,3,13
60106,118,1,3,3,10
61002,101,1,2,4,7
61002,102,1,3,3,10
61002,102,1,3,3,6
61002,268,1,3,3,14
61002,268,1,3,3,11
70106,24,1,3,3,12
70106,24,1,3,3,7
70106,64,2,3,4,16
70106,64,1,3,3,9
70106,29,2,3,3,15
70106,54,1,3,3,7
70106,54,1,3,3,16
70106,54,1,3,3,8
70106,54,1,3,3,7
70106,80,1,3,3,10
70106,80,2,3,3,8
70101,90,2,3,3,14
70101,90,2,3,3,10
70101,107,2,3,4,13
80105,9,1,3,3,15
80105,9,1,3,3,11
80105,9,1,5,3,8
80105,77,2,3,3,9
81302,27,1,3,3,12
81206,157,1,3,3,15
81206,157,2,3,3,13
81206,157,1,3,3,10
81206,157,1,3,3,8
81206,157,1,3,3,6
81206,159,1,3,2,15
81206,159,1,2,3,13
81206,166,1,3,3,15
81206,166,1,3,3,7
81206,168,1,4,3,15
81206,168,1,3,2,10
81206,168,1,3,4,8
81206,171,1,3,3,10
90706,34,1,4,3,12
90706,34,1,4,3,7
90706,34,1,2,3,6
90706,48,1,2,3,16
90706,89,1,3,3,11
90706,89,1,3,3,6
90706,114,1,4,3,12
90718,69,1,3,3,12
90718,69,1,3,3,9
90718,69,1,2,3,16
90718,199,1,2,2,11
90718,205,1,2,3,13
90718,206,1,3,3,15
90718,206,1,3,3,8
90718,206,1,3,3,7
90718,214,1,3,3,14
90718,214,1,2,3,12
90718,214,1,3,3,8
90718,214,1,3,2,6
90718,217,1,2,3,14
90718,217,1,3,3,9
90103,50,1,3,3,12
90103,165,1,3,3,12
90103,169,1,3,2,17
90103,169,1,3,3,15
90103,169,1,3,3,11
90401,5,1,2,3,16
90401,5,1,3,3,9
90401,11,1,2,2,12
90401,54,1,3,4,9
100604,21,1,3,2,16
100604,103,1,3,3,16
100604,103,1,3,3,14
100604,103,1,3,3,10
100702,42,1,3,3,15
100702,174,1,2,3,10
100702,174,1,3,3,6
100702,175,1,3,3,16
100702,175,1,3,3,9
100702,177,1,3,3,11
100702,177,1,3,3,8
100702,178,1,3,3,7
110101,8,1,3,4,16
110101,20,2,3,3,17
110101,20,1,3,3,6
110101,43,1,3,3,13
110101,43,1,3,3,10
110101,43,1,3,3,7
110101,55,1,3,3,11
110101,75,2,4,3,11
110101,75,2,3,3,9
110201,10,1,3,4,16
110201,34,1,3,3,15
110201,34,1,4,4,9
110201,48,2,3,3,6
110201,48,2,3,4,8
110201,71,1,3,3,10
110201,84,1,3,3,16
110201,84,1,3,3,13
120114,198,1,3,2,8
120704,184,1,3,3,13
120704,184,1,3,3,6
120401,31,1,3,3,7
120608,136,1,3,3,14
120608,137,1,2,3,17
120608,137,1,3,3,15
120608,137,1,2,3,12
120608,137,1,2,3,11
120608,137,1,2,3,9
120608,137,1,3,3,6
120608,138,1,3,3,16
120608,139,1,2,3,11
120608,140,1,4,3,15
120608,140,1,3,3,6
120608,144,1,3,3,13
120608,144,1,3,3,10
130101,37,1,3,3,16
130701,10,2,3,3,6
130701,20,1,3,3,12
130701,32,2,3,3,12
130701,79,1,3,3,7
130901,91,1,2,3,15
130901,129,1,2,3,13
130901,146,1,3,3,7
130601,52,1,3,3,6
130601,77,1,2,3,16
140101,14,1,3,3,9
140101,62,1,3,3,17
140101,62,1,3,2,9
140101,109,2,3,3,16
140101,109,2,3,3,8
140101,138,1,2,3,16
140105,64,2,4,3,14
140105,64,1,3,3,7
140105,145,2,3,3,12
140102,13,1,3,2,16
140102,13,1,3,3,13
140102,143,1,3,4,14
140102,143,1,2,2,11
140203,132,1,3,3,17
150101,37,1,3,2,8
150101,37,1,3,3,8
150136,40,2,3,4,13
150113,65,1,3,3,8
150115,129,1,2,3,9
150115,186,2,3,3,7
150501,75,1,3,3,12
150501,75,1,3,3,7
150501,75,1,3,3,14
150501,75,1,3,3,9
150501,75,1,3,3,9
150510,30,1,3,3,6
150510,62,1,3,3,16
160108,4,1,2,3,14
160108,69,1,3,3,16
160108,69,1,3,3,14
160108,101,1,3,5,12
160108,133,1,2,3,15
160108,133,1,3,3,12
160108,133,1,3,4,11
160108,133,1,3,3,7
160113,44,1,3,3,17
160113,44,1,3,3,17
160113,72,1,3,3,13
160113,108,2,4,4,12
160201,15,1,3,3,8
160201,46,1,3,3,12
160201,109,1,2,3,16
160201,109,1,3,3,14
160201,109,1,3,3,12
160201,109,1,2,3,8
160601,20,1,3,4,13
160601,66,1,3,3,13
160601,66,1,3,3,7
160601,88,1,3,3,14
160601,88,1,3,3,11
160601,88,1,3,3,9
160601,88,1,3,3,6
160601,131,1,4,3,16
160601,131,1,4,3,14
160601,131,1,4,3,12
160601,131,1,2,2,11
160601,131,1,2,2,9
160601,131,1,2,2,7
170101,8,1,4,4,13
170101,46,1,3,3,8
180101,41,1,3,3,8
180301,6,1,2,4,12
180301,21,1,3,3,14
190301,16,1,3,3,12
190301,39,1,3,3,17
190301,73,1,2,3,11
190301,95,1,3,4,13
190302,9,1,3,3,11
190302,9,1,3,3,17
190302,9,2,3,3,8
190302,34,1,3,3,12
190302,58,1,3,3,11
190302,82,1,3,2,12
190302,82,1,2,2,11
200705,9,1,3,3,13
200705,9,1,3,3,10
200705,9,1,3,3,7
200705,9,1,3,3,10
200705,9,1,3,3,9
200705,9,1,3,3,6
200705,74,2,3,3,12
200705,74,2,3,3,7
200705,94,1,3,3,10
200705,115,1,3,3,12
200705,115,1,3,3,10
200705,115,1,3,3,12
200705,115,1,3,3,7
200705,137,1,3,3,15
200705,137,1,3,3,12
200705,137,1,3,3,10
210404,5,1,3,3,17
210404,5,1,3,4,14
210404,5,1,3,3,12
210404,159,1,3,3,14
210404,159,1,3,3,10
210404,165,1,3,3,15
210404,165,1,3,3,12
210404,166,1,3,3,16
210404,166,1,3,3,14
210404,166,1,3,3,12
220303,48,1,3,3,16
220303,51,1,3,3,10
220303,140,1,3,3,16
220303,140,1,3,3,13
220303,140,1,3,3,10
220303,142,1,3,3,15
230110,7,1,2,3,17
240304,8,1,3,3,10
240304,82,1,3,3,15
240304,82,1,3,3,14
240302,8,1,3,3,17
240302,8,1,3,3,9
240302,91,1,3,3,16
250105,23,2,4,4,10
250105,98,1,3,3,12
250105,129,1,2,3,14
250105,10,1,3,4,11
250105,10,1,3,3,6
250105,35,1,3,3,11
250105,35,1,3,3,17
250105,59,1,3,3,6
250105,72,1,3,3,14
250301,18,1,3,3,17
250301,18,1,3,3,15
250301,18,1,3,3,11
250301,18,1,3,3,7
250301,37,1,3,3,17
250301,37,1,3,3,14
250301,71,1,3,3,7
250302,34,1,2,3,10
250302,34,1,2,3,14
250302,110,1,2,3,11
250302,133,1,2,3,14
250302,133,1,2,3,9
250302,185,1,2,2,12
250302,185,1,2,3,10
250302,185,1,2,3,8
50112,44,1,2,3,16
50112,44,1,3,3,14
50112,64,1,3,3,15
50112,64,1,3,3,12
50112,97,1,2,3,13
150106,13,2,2,3,17
150106,13,1,2,3,12
150106,63,1,3,3,15
150106,63,1,2,2,11
150106,63,1,3,3,11
150106,63,1,3,3,9
150106,115,1,2,3,9
150106,115,1,2,2,6
40505,44,1,2,3,14
40505,46,1,3,3,16
40505,46,1,4,3,14
40505,46,1,3,3,12
100804,30,1,3,3,13
100804,31,1,1,3,17
100804,31,1,2,3,7
100804,94,1,2,3,17
100804,94,1,2,3,8
200101,86,1,4,4,12
200101,86,1,4,3,10
200101,105,1,3,3,10
200101,105,1,3,3,6
200101,189,1,3,3,16
200101,189,1,3,4,8
221005,39,1,4,4,13
221005,115,1,2,3,16
221005,115,1,3,3,7
221005,115,1,3,3,7
221005,117,1,3,3,15
221005,117,1,3,4,7
60101,104,2,3,3,14
230110,7,1,3,3,9
230110,43,2,3,3,15
10703,23,1,3,3,9
10703,23,1,3,4,6
10703,62,1,2,3,7
10703,65,1,3,4,10
10703,65,1,3,4,8
10703,66,1,4,3,17
10703,66,1,3,3,13
10703,66,1,4,4,10
10703,66,1,3,3,6
81004,7,2,3,5,17
81004,25,1,3,3,14
81004,25,1,3,3,13
81004,42,1,3,4,16
81004,42,1,3,4,13
81004,54,1,3,3,16
10101,17,1,3,4,9
10101,17,1,3,3,8
10101,22,1,2,3,11
10101,26,1,3,3,12
10101,26,1,3,3,6
10101,31,1,3,3,17
10101,31,1,3,3,13
10101,1,1,3,3,10
