UBIGEO,VIVIENDA,Estatal,EquipoEdu,CalidadEdu,Edad
150810,139,1,5,4,9
150810,187,1,3,3,16
150810,187,1,3,3,9
150810,212,1,3,3,15
150810,212,1,5,3,12
150810,212,1,3,3,9
150805,52,1,3,3,8
150805,167,1,2,1,6
150512,71,2,4,4,16
150512,172,1,3,3,13
150512,172,2,3,3,6
150201,11,1,3,3,14
150201,26,1,3,3,16
150201,57,1,3,3,9
150201,74,1,3,3,15
150201,74,1,3,3,10
150201,74,1,3,3,7
150201,89,2,3,3,14
150601,14,2,3,2,7
150601,37,1,3,3,14
150601,61,1,3,5,8
150806,77,2,5,5,12
150806,131,1,2,3,16
150805,61,2,2,2,12
150601,22,2,5,2,14
150201,54,1,2,3,11
150201,55,1,3,4,13
150201,55,1,3,4,11
150201,197,1,1,3,6
150201,198,1,3,4,15
150201,200,1,3,3,15
150407,3,1,2,3,10
150407,173,1,3,3,12
150407,175,1,3,2,13
150407,175,1,2,2,9
150707,15,1,3,3,9
150707,30,1,3,3,10
150707,44,1,3,3,15
150707,98,1,3,3,11
160113,72,2,3,3,11
160112,23,2,4,3,16
160112,23,2,3,3,9
160112,57,1,3,3,14
160112,57,1,3,3,12
160112,57,2,3,3,6
160112,66,1,3,4,13
160112,66,2,3,3,9
160112,66,2,3,3,7
160112,95,1,2,3,6
160112,95,1,3,3,11
160112,123,1,3,3,13
160112,137,1,3,4,6
160113,5,1,3,3,14
160113,5,1,2,3,11
160113,5,1,2,3,7
160113,23,1,3,4,16
160113,76,1,2,3,14
160113,76,1,3,3,9
160113,94,1,3,3,15
160113,94,1,3,3,13
160113,94,1,3,3,10
160113,94,1,3,3,6
160113,112,1,3,3,8
160113,16,1,3,3,13
160113,16,1,3,3,11
160113,79,1,2,3,15
160113,79,1,3,4,16
160113,79,1,3,3,9
160113,100,1,3,3,17
160113,100,2,2,3,11
160113,122,1,2,3,12
160113,122,1,3,3,10
160108,73,1,3,3,14
160108,73,1,3,3,11
160108,73,1,3,3,11
160108,123,1,3,3,11
160108,123,1,3,3,7
160101,10,1,3,3,11
160101,24,1,3,3,11
160101,40,1,2,3,15
160101,55,2,3,3,15
160101,55,1,3,3,10
160101,86,2,3,3,11
160101,86,1,3,4,8
160101,102,1,4,3,13
160101,102,1,3,3,10
160201,2,1,3,3,6
160201,2,1,4,4,13
160201,2,1,3,3,9
160201,2,1,3,3,15
160201,2,1,2,3,8
160201,2,1,2,3,7
160201,89,1,3,3,13
160201,89,1,3,3,11
160201,111,1,3,4,12
160701,22,1,3,3,12
160701,22,1,3,3,8
160701,75,1,3,3,14
160201,73,1,2,3,15
160201,86,1,3,3,10
160106,8,1,3,4,15
160106,8,1,2,3,8
160106,70,1,3,3,14
160106,70,1,2,3,8
160106,83,1,3,3,14
160106,83,1,3,3,12
160106,83,1,3,3,7
160106,95,1,3,2,7
160701,18,1,3,3,15
160701,18,1,3,3,6
160701,37,1,3,3,14
160701,95,1,3,3,16
160701,95,1,3,3,10
160701,95,1,3,3,7
160701,95,1,3,3,6
160701,95,1,3,3,11
160701,95,1,3,3,7
160201,1,1,3,3,6
160201,13,1,3,3,8
160201,17,1,3,3,7
160201,20,1,3,3,9
160403,26,1,3,3,16
160403,26,1,3,3,14
160403,26,1,3,3,12
160403,56,1,2,3,7
160403,62,1,3,3,6
160403,62,1,4,3,17
160403,80,1,3,3,15
160403,80,1,3,3,10
160403,80,1,3,3,7
160403,117,1,3,3,13
160403,117,1,3,3,8
160402,97,1,3,3,9
160402,98,1,3,3,15
160402,98,1,3,3,14
160402,98,1,3,3,11
160402,99,1,3,3,13
160402,195,1,3,3,16
160402,195,1,2,3,10
160402,195,1,2,5,15
160402,196,1,3,3,10
160112,33,1,2,3,16
160112,33,1,2,4,14
160112,33,1,3,3,13
160112,33,1,2,3,8
160112,34,1,3,3,11
160112,36,1,3,3,16
160112,36,1,3,3,14
160112,36,1,3,3,11
160112,304,1,3,4,7
160112,305,1,3,3,11
160112,305,1,3,3,7
160112,307,1,3,3,6
160112,308,1,3,3,14
160112,308,1,3,3,11
160112,308,1,2,3,8
160112,308,1,3,3,7
160703,10,1,3,3,11
160703,11,1,3,3,10
160703,11,1,3,3,9
160703,13,1,3,3,9
160703,14,1,3,3,17
160703,14,1,3,3,13
160703,14,1,3,3,11
160703,14,1,3,3,10
160703,14,1,3,3,6
160703,44,1,3,3,14
160703,46,1,3,3,15
160703,46,1,3,3,13
160703,46,1,3,3,11
160703,47,1,3,3,16
160703,47,1,3,3,14
160703,47,1,3,3,12
160703,47,1,3,3,9
160703,47,1,3,3,15
160703,48,1,3,3,13
160703,48,1,3,3,9
160703,48,1,3,3,7
170101,33,1,3,3,11
170101,53,1,4,3,17
170101,53,1,5,3,14
170101,72,1,2,3,7
170101,170,1,2,3,14
170101,188,1,3,4,16
170101,39,1,2,5,16
170101,80,1,3,3,8
170101,102,1,3,3,7
170101,146,1,4,3,15
170101,36,2,3,3,13
170101,49,1,3,3,15
170101,119,1,3,3,14
170101,119,2,3,3,9
170101,135,1,2,5,7
170101,10,1,3,3,7
170101,23,1,3,5,12
170101,61,1,3,3,8
170101,73,1,3,5,10
170101,73,1,3,3,6
170101,83,1,3,3,11
170101,83,1,3,3,7
170101,97,1,3,3,12
170203,6,1,3,5,9
170203,85,1,3,3,10
170203,148,1,3,3,14
170204,7,1,3,3,8
170204,103,1,3,3,13
170204,103,2,2,3,9
170204,121,1,3,3,15
170204,121,1,3,3,12
170303,74,1,2,3,14
170303,74,1,3,3,11
170303,92,1,3,3,17
170104,21,1,2,3,14
170104,21,1,3,3,7
170303,18,1,3,3,9
170303,44,1,3,3,10
180101,152,2,4,4,17
180101,23,1,3,3,15
180101,37,1,3,3,6
180101,48,1,3,3,16
180101,48,1,3,3,12
180101,48,1,2,3,7
180101,80,1,3,4,12
180101,80,1,3,4,9
180101,98,1,3,3,14
180101,98,1,3,3,10
180101,44,1,5,5,15
180101,82,1,3,3,16
180301,67,1,3,4,13
180301,114,1,3,2,10
180301,74,1,3,3,13
180301,74,1,3,3,9
180301,106,1,3,3,15
180301,106,1,3,3,6
180301,9,2,3,3,7
180301,55,1,3,3,12
180301,102,2,3,3,13
180105,14,1,3,3,15
180105,14,1,3,3,8
180105,66,1,3,3,9
180204,343,1,3,3,10
180204,344,1,3,3,16
190101,3,2,3,3,16
190101,3,2,2,3,9
190101,20,1,3,2,12
190101,105,2,3,4,14
190101,105,2,3,3,12
190101,105,2,3,3,8
190101,172,1,3,3,15
190109,10,1,2,2,9
190109,67,1,3,3,13
190109,123,1,4,4,12
190107,27,1,3,3,13
190107,96,1,5,5,12
190107,96,1,5,4,8
190107,127,1,2,3,15
190207,63,1,3,3,12
190207,63,1,3,3,6
190104,18,1,3,3,16
190104,18,1,3,3,13
190104,18,1,2,3,8
190104,41,1,2,3,16
190104,53,1,3,4,13
190104,53,1,3,3,10
190104,64,2,3,3,12
190104,64,2,3,4,8
190308,4,1,2,3,15
190308,15,1,2,3,11
190308,15,1,2,3,8
190308,40,1,3,3,16
190308,40,1,3,3,7
190308,49,1,2,3,10
190308,59,1,3,3,13
190308,59,1,3,3,9
190201,13,1,3,3,15
190201,14,1,3,4,13
190201,14,1,3,4,11
190201,14,1,3,3,8
190201,16,1,2,3,16
190201,16,1,3,3,11
190201,16,1,3,3,8
190201,140,1,2,3,8
190201,141,1,3,3,13
190201,141,1,2,4,7
190201,142,1,3,3,12
190201,143,1,2,4,14
190201,143,1,3,2,10
190102,81,1,3,3,12
190102,81,1,3,3,10
190102,81,1,3,3,6
190102,179,1,3,3,16
190102,179,1,3,3,10
190104,29,1,4,3,15
190104,29,1,1,3,7
190104,30,2,3,3,11
190104,32,1,3,3,13
190104,98,1,5,4,17
190104,98,1,3,2,14
190104,98,1,3,3,11
200115,3,2,3,3,9
200115,15,1,3,3,7
200115,51,2,3,3,11
200101,13,2,3,3,15
200101,59,2,3,3,15
200101,19,1,3,3,6
200101,41,1,3,3,12
200101,41,1,3,4,9
200101,80,1,3,3,15
200101,80,1,3,3,11
200101,121,1,3,3,11
200101,121,1,3,3,7
200805,30,1,3,3,15
200805,89,1,3,3,9
200607,18,1,3,4,9
200607,36,1,1,3,13
200607,36,1,3,3,7
200607,71,1,2,3,8
200607,121,1,3,3,11
200607,121,1,3,3,6
200105,40,1,3,3,9
200105,40,1,3,3,6
200105,59,1,3,3,13
200105,77,1,4,4,16
200105,93,2,4,4,15
200105,124,1,3,3,15
200105,124,1,3,3,8
200105,124,1,3,3,8
200606,30,1,3,3,10
200606,41,1,3,3,8
200606,53,1,3,3,16
200606,53,1,3,4,13
200606,89,2,3,3,16
200606,89,1,3,3,15
200606,89,1,2,3,10
200701,19,2,3,3,10
200701,44,1,2,3,16
200701,44,1,2,3,13
200701,44,1,3,3,12
200701,44,1,2,3,12
200701,44,1,2,2,9
200701,144,1,3,3,10
200701,144,1,3,3,9
200701,169,2,2,4,6
200601,5,1,3,3,8
200601,18,1,3,3,12
200601,45,1,5,3,13
200601,45,1,3,3,8
200601,58,1,3,3,15
200601,71,1,3,3,14
200601,71,1,3,3,12
200601,84,1,3,3,15
200601,84,1,3,3,10
200110,6,1,3,4,14
200110,6,1,3,4,12
200110,6,1,2,3,9
200110,22,1,3,3,14
200110,22,1,3,3,9
200110,30,1,3,3,9
200110,34,1,3,3,11
200110,34,1,3,3,7
200110,103,1,4,3,16
200110,103,1,3,3,14
200110,103,1,4,4,11
200401,10,1,3,3,6
200401,30,1,2,3,9
200401,50,2,3,3,13
200401,131,2,3,3,12
200803,11,1,4,3,16
200803,11,1,5,5,14
200803,11,1,4,4,12
200803,11,1,3,4,9
200803,83,1,3,3,7
200111,29,1,3,3,15
200111,29,1,3,3,11
200111,49,1,3,3,14
200111,102,1,3,3,6
200111,142,1,3,3,6
200111,162,2,4,3,17
200210,91,1,3,3,10
200210,91,1,3,3,7
200210,198,1,3,2,10
200210,199,1,3,3,10
200210,200,1,3,3,15
200210,200,1,3,3,10
200607,125,1,3,3,13
200607,125,1,3,3,7
200607,128,1,3,3,10
200607,262,1,3,3,16
200607,262,1,3,3,6
200607,263,1,3,4,13
200607,265,1,4,3,16
200607,265,1,4,3,12
200114,185,1,3,3,9
200114,185,1,3,3,7
200114,186,1,3,3,15
200114,186,1,2,3,11
200114,187,1,1,4,10
200114,187,1,2,4,6
200114,188,1,4,3,13
200114,423,1,3,3,7
200114,425,1,2,3,8
200114,426,1,4,4,15
200114,426,1,1,4,12
200114,426,1,3,3,8
210101,100,1,4,4,6
210101,20,1,1,2,9
210101,46,2,3,3,10
210101,101,2,3,3,12
210101,101,2,3,4,10
210101,101,2,3,3,6
210406,10,1,3,3,13
210406,10,1,3,3,12
210406,10,1,3,3,7
210406,10,1,3,3,6
210406,29,1,3,3,11
210406,29,1,3,3,9
210501,13,1,2,3,11
210501,27,1,3,3,13
210501,33,1,3,3,13
210501,56,1,3,3,14
210501,56,1,5,5,9
210402,6,1,3,3,15
210402,103,1,3,3,14
211101,58,2,3,3,13
211101,58,1,2,2,8
210801,14,1,3,3,6
210801,147,2,2,3,10
210801,147,2,2,3,9
210210,318,1,3,3,16
210210,318,1,3,3,12
210210,320,1,3,3,11
210210,320,1,2,3,8
210501,81,1,3,3,16
210501,84,1,3,3,16
210501,297,1,3,2,7
210501,298,1,3,3,15
210501,299,1,3,3,12
210501,301,1,3,3,16
211209,61,1,2,3,10
211209,64,1,3,3,7
211209,296,1,2,3,12
211209,298,1,2,3,14
211209,298,1,2,3,12
211209,299,1,2,4,16
211209,299,1,1,2,9
211208,19,1,2,3,12
211208,36,2,5,5,17
211208,62,1,2,3,10
211208,62,1,3,2,7
211208,87,1,2,3,14
211208,87,1,3,4,12
220101,17,1,2,4,12
220101,72,1,3,3,12
220101,72,1,3,3,16
220101,89,1,3,3,12
220101,89,1,3,3,8
220101,108,1,3,3,15
220101,108,1,3,3,11
220101,108,1,3,3,8
220102,19,1,3,3,17
220102,19,1,3,3,11
220102,151,1,2,3,12
220102,151,1,3,3,8
220505,45,1,3,3,11
220505,45,1,3,3,6
220505,47,1,3,3,9
220505,48,1,1,3,8
220505,149,1,3,3,8
220505,152,1,3,3,13
220505,152,1,2,3,8
220505,154,1,3,3,15
220505,154,1,2,3,12
220901,33,1,3,4,9
220901,145,1,3,3,9
220901,167,1,4,4,17
220901,167,1,3,4,17
220901,167,1,3,3,10
220901,189,2,5,3,16
220901,29,1,3,3,17
220901,29,1,3,3,11
220901,168,2,3,4,15
220901,168,1,3,3,12
220901,168,1,4,3,12
220909,11,1,3,3,9
220909,11,1,2,3,15
220909,11,1,3,3,11
220909,27,1,4,4,15
220909,27,1,3,4,15
220909,60,1,3,3,10
220909,76,1,2,3,9
220909,7,1,3,3,12
220909,26,1,3,3,10
220909,26,1,3,3,16
220909,84,1,2,3,17
220909,103,1,3,3,6
220909,122,1,3,3,13
220909,122,1,3,3,6
220904,19,2,3,3,17
220904,19,1,3,3,16
220904,38,1,3,3,10
220904,57,1,1,3,14
220904,57,1,2,4,14
220904,95,1,2,3,16
220904,95,1,3,3,14
220605,42,1,3,3,16
220605,43,1,3,4,10
220605,193,1,5,3,13
220605,195,1,3,3,10
220605,195,1,3,3,8
220605,195,1,3,3,6
220605,196,1,3,3,15
220605,196,1,3,3,8
220605,200,1,3,3,14
220605,200,1,3,3,6
230101,11,1,3,3,15
230102,22,1,3,3,12
230102,53,1,5,3,8
230101,3,1,3,3,8
230101,59,2,5,3,14
230101,129,1,3,4,15
230110,21,1,3,3,14
230110,21,1,3,3,11
230110,84,1,3,3,7
230110,84,1,5,3,6
230110,94,1,5,4,7
230110,105,1,3,3,9
230110,69,1,3,3,14
230110,88,1,3,4,13
230110,106,1,3,3,14
230110,23,1,3,3,12
230110,104,1,3,3,13
230110,1,1,3,2,8
230110,16,1,4,4,12
230110,22,1,3,3,14
230110,22,1,3,3,9
230110,33,1,5,3,12
230102,8,1,3,3,11
230102,25,1,3,3,9
230102,25,1,5,3,7
230102,51,1,3,3,12
230102,51,1,3,3,11
230102,65,2,4,4,15
230102,65,1,3,3,7
230110,11,2,3,3,11
230101,39,1,3,3,6
230101,57,2,3,3,8
230101,57,2,3,3,6
230101,73,1,5,3,13
230302,53,1,3,3,7
230302,70,1,3,3,7
230302,86,1,3,3,14
230302,36,1,2,3,13
230302,36,1,2,3,8
230302,52,1,3,3,15
230302,52,1,4,3,13
230302,52,1,3,4,12
230302,52,1,3,3,7
230106,76,1,3,3,16
230103,95,1,3,2,10
240101,17,2,3,3,14
240101,39,1,3,3,6
240101,64,1,3,3,10
240101,64,1,3,3,7
240101,36,1,3,3,16
240101,36,1,3,3,12
240101,36,1,3,3,7
240101,84,2,4,4,13
240101,2,1,3,3,11
240101,11,1,3,3,9
240101,17,1,3,3,7
240101,18,2,3,3,14
240101,11,2,4,4,11
240101,50,1,3,4,15
240101,50,1,3,4,12
240101,128,1,3,3,10
240102,70,1,4,3,14
240102,70,1,3,3,12
240102,70,1,3,3,6
240102,70,1,4,4,8
240102,70,1,3,3,14
240102,70,1,3,3,11
240102,70,1,3,3,8
240102,70,1,4,4,10
240102,70,1,3,3,7
240102,89,1,4,4,15
240102,128,1,4,3,15
240103,50,1,3,3,11
240301,29,1,3,3,14
240301,65,1,5,3,17
240301,65,1,1,3,8
240301,83,1,2,3,10
240301,120,1,3,4,13
240304,180,1,3,4,8
240304,181,1,3,3,15
240304,181,1,3,3,13
240304,181,1,3,3,12
240304,183,1,3,3,12
240304,185,1,2,3,10
240304,186,1,3,3,9
240304,186,1,3,3,8
240304,188,1,3,3,13
240304,188,1,2,3,10
240202,153,1,3,3,12
240202,153,1,3,3,6
240202,154,1,3,3,14
240202,156,1,3,3,7
240202,157,1,3,2,13
240202,157,1,3,3,9
240202,158,1,3,3,15
240202,158,1,3,3,9
250101,51,2,3,4,7
250101,51,1,3,3,12
250101,66,2,3,4,9
250101,80,1,3,2,15
250105,68,1,3,3,13
250105,68,1,3,3,7
250105,102,1,3,3,12
250105,102,1,2,3,9
250105,120,2,4,4,14
250105,120,2,3,4,8
250101,42,2,3,3,14
250101,64,1,3,3,9
250105,5,1,3,3,12
250105,21,1,3,4,14
250105,31,1,2,3,11
250101,10,2,3,4,13
250101,61,1,3,4,15
250101,106,2,3,3,16
250101,106,2,3,3,13
250101,106,2,3,3,6
250107,24,1,2,3,13
250107,24,1,3,3,7
250107,59,2,2,4,16
250107,59,1,3,3,13
250107,59,1,3,3,9
250107,112,1,2,3,9
250101,52,1,3,4,9
250101,108,2,3,4,9
250101,108,1,3,4,7
250101,145,2,4,4,17
250101,145,1,2,4,16
250101,145,1,3,3,6
250101,164,1,2,3,9
250202,31,1,3,3,17
250202,31,1,2,3,13
250202,31,1,2,3,9
250202,31,1,2,3,6
250202,45,1,2,3,13
250202,45,1,2,3,8
250202,88,1,5,3,16
250202,88,1,3,3,12
250202,88,1,2,3,10
250202,102,1,2,3,11
250202,102,1,2,3,10
250201,16,1,3,3,7
250201,37,1,3,3,12
250201,37,1,3,3,10
250201,37,1,3,3,9
250201,37,1,3,3,6
250201,58,1,3,3,9
250201,79,1,3,4,15
250201,79,1,3,3,7
250201,120,1,3,4,15
250201,120,1,3,3,8
250201,120,1,3,3,6
250107,9,1,3,4,13
250107,9,1,3,2,11
250107,10,1,3,3,14
250107,10,1,3,3,10
250107,11,1,3,3,16
250107,11,1,3,4,14
250107,30,1,3,3,10
250107,31,1,3,3,6
250107,32,1,3,3,13
250107,32,1,3,4,15
250107,125,1,2,3,16
250107,125,1,2,3,14
250107,125,1,3,2,11
250107,125,1,3,2,9
250107,125,1,3,2,6
250107,126,1,2,3,16
250107,127,1,2,3,15
250107,255,1,3,2,10
250107,255,1,3,4,9
250107,257,1,3,3,14
250107,257,1,3,3,9
210903,1,1,2,3,15
210903,1,1,2,2,14
210903,1,1,3,2,9
210903,4,1,2,3,8
210903,32,1,3,3,12
210903,32,1,3,3,10
210903,32,1,3,3,8
210903,33,1,5,3,12
10701,13,1,2,3,8
10202,61,1,3,3,13
10705,109,1,2,3,13
10705,111,2,3,3,14
10705,111,1,3,3,7
10705,227,1,3,3,8
10510,48,1,3,3,9
10510,58,1,3,4,9
10510,58,1,3,3,7
10510,82,1,3,4,15
10510,82,1,3,4,12
10510,82,1,3,3,10
10510,96,1,3,3,16
10510,96,1,5,3,9
30214,120,1,3,3,7
30214,198,1,3,3,14
30214,198,1,3,3,11
30214,198,1,2,3,8
30214,198,1,2,3,6
30214,199,1,3,3,14
30214,199,1,2,3,7
40129,26,1,3,3,11
40129,26,1,3,3,9
50908,30,1,3,4,14
50908,30,1,3,3,13
50908,30,1,2,2,6
50908,54,1,3,3,9
50908,65,1,3,3,15
50908,90,1,2,3,16
50908,90,1,3,3,14
61202,5,1,3,3,11
61202,5,1,3,3,8
61202,21,1,3,3,17
61202,29,1,3,4,16
61202,29,1,3,3,7
61202,33,1,3,3,15
61202,49,1,3,3,16
70101,102,1,3,3,16
70101,102,1,3,3,15
70101,102,1,3,3,13
80801,59,1,2,2,6
80801,78,1,2,3,16
80801,78,1,3,2,14
80801,78,1,3,3,8
80401,81,1,3,3,10
80401,166,1,3,3,11
81102,34,1,3,3,17
81102,34,1,3,3,10
81102,35,1,3,3,16
81102,36,1,3,3,14
81102,36,1,3,3,11
81102,36,1,3,3,10
81102,183,1,3,3,11
81102,189,1,3,3,13
90709,11,1,4,4,16
90709,75,1,3,2,11
90718,5,1,3,3,13
90718,130,1,2,2,7
90718,139,1,2,2,13
90205,35,1,3,2,15
90205,35,1,2,2,11
90205,35,1,2,2,7
90205,36,2,3,4,16
90205,36,1,3,3,8
90610,62,1,2,3,9
90610,64,1,3,3,9
90610,171,1,3,3,7
90610,172,1,3,3,15
90610,172,1,3,3,10
100101,36,2,4,4,12
100101,36,2,4,4,6
100101,80,2,3,3,16
100101,80,2,3,3,13
100101,121,2,3,4,14
100109,69,1,3,3,13
100109,69,1,3,3,12
100109,70,1,3,3,13
100109,70,1,3,3,12
100109,179,1,3,3,13
100109,179,1,3,3,6
110102,18,1,3,3,13
110102,18,1,3,3,7
110102,89,1,3,3,16
110102,89,1,3,4,11
110102,128,2,3,3,8
110102,128,2,3,3,8
110106,136,1,3,3,14
110106,136,1,3,3,9
110112,65,1,3,3,6
110112,156,2,3,3,10
110111,49,1,3,4,12
110111,49,1,3,3,10
110111,149,1,3,3,7
130102,2,2,3,4,14
130102,2,2,3,4,13
130102,34,1,3,3,13
130102,34,1,3,3,11
130102,34,1,3,3,9
130102,52,1,5,3,14
130102,52,1,3,2,12
130102,84,2,5,3,17
131201,5,1,4,3,12
131201,5,1,3,4,10
131201,5,1,3,3,9
131201,5,1,3,3,7
131201,36,1,4,3,9
131201,36,1,3,3,7
131201,44,1,3,2,16
131201,44,1,2,3,12
131201,53,1,5,3,11
131201,53,1,3,3,7
130402,11,1,3,3,14
130402,11,1,3,3,12
130402,203,1,3,3,8
140101,177,2,4,4,11
140106,6,1,3,3,16
140106,6,1,3,3,14
140106,6,1,3,3,9
140106,25,1,3,3,9
140106,25,1,3,3,12
140106,25,1,3,3,11
140106,84,1,3,3,17
140106,84,1,3,3,9
140106,84,1,3,3,9
140106,84,1,3,3,9
140112,21,2,4,4,17
140112,70,1,3,3,16
140112,70,1,2,3,9
140112,101,1,5,3,12
140112,101,1,4,4,10
140112,117,1,3,3,17
140112,117,1,2,4,15
150117,45,1,3,3,14
150132,30,1,3,3,11
150132,97,1,3,3,15
150132,114,1,3,3,15
150132,146,1,2,3,13
150132,146,1,2,2,11
150132,146,1,2,3,8
150132,146,1,2,3,6
150132,49,1,2,3,15
150132,75,1,3,3,10
150101,23,1,3,3,14
150101,23,1,3,3,9
150101,34,1,3,3,15
150101,34,1,3,3,11
150121,47,1,3,3,12
150121,47,1,3,3,11
150121,47,1,3,3,10
150121,47,2,3,3,7
150121,69,2,4,4,9
150121,69,2,4,4,6
150121,138,2,3,3,17
150121,138,2,3,3,10
150104,9,2,3,3,10
150801,2,1,3,3,8
150801,2,1,3,3,6
150812,22,1,3,3,12
150812,36,1,3,3,16
150812,36,2,3,3,10
150812,79,1,3,3,6
150812,79,1,5,3,13
150812,95,1,3,3,15
150812,95,1,2,3,11
160108,18,1,3,3,7
160108,97,1,3,3,16
160108,97,1,3,3,12
160108,121,1,3,3,13
160108,121,1,3,3,8
160108,121,1,3,3,6
160101,47,2,3,3,13
170101,76,1,3,3,17
200115,6,1,5,3,14
200115,6,1,3,3,12
200115,6,1,3,3,6
200115,52,2,5,3,17
200115,67,1,3,3,14
200115,80,2,3,3,11
200104,5,2,3,3,15
200104,5,2,3,4,10
200104,5,2,3,3,6
200104,52,2,3,3,9
200104,130,1,3,3,13
200701,6,1,3,3,13
200701,24,1,3,3,15
200701,41,2,2,3,10
200701,59,1,3,3,13
200701,95,1,3,3,6
200701,148,2,3,3,6
200701,94,2,3,3,15
200701,113,1,2,3,14
200701,113,1,3,3,13
200701,113,2,3,3,9
210204,14,1,3,3,14
210204,115,1,3,3,12
220101,14,1,3,3,14
220101,14,1,3,5,9
220101,51,1,2,3,16
220101,51,1,2,3,12
220101,51,1,3,3,8
220910,44,1,3,3,11
220910,56,1,3,3,15
220910,68,1,3,3,14
220908,4,1,3,3,10
220908,4,1,3,3,8
220908,14,1,3,4,17
220908,78,1,3,3,15
220908,78,1,3,3,10
220908,78,1,3,3,8
220908,78,1,3,3,7
230104,73,1,3,3,12
230110,17,1,3,2,6
230110,47,1,2,4,16
240101,23,1,3,3,13
240101,23,1,5,3,8
240101,23,1,5,3,8
240101,55,1,3,3,13
240101,55,1,3,3,10
240101,55,1,3,3,16
240101,33,2,3,3,14
240101,33,2,3,3,6
240101,59,2,3,3,14
240101,59,2,3,3,8
240101,130,1,3,3,16
240101,143,1,2,3,14
240101,143,1,3,3,9
240202,34,1,3,4,16
240202,34,1,3,3,12
240202,34,1,3,3,7
240202,38,1,3,3,13
240202,118,1,3,3,15
240202,125,1,3,3,14
240202,125,1,3,3,12
250105,42,1,2,3,8
250105,59,1,3,3,15
250105,91,1,3,3,16
250105,91,1,3,3,7
250105,137,1,3,4,15
250105,137,1,3,3,8
250101,8,1,3,3,6
250101,8,1,3,3,10
250101,93,1,3,3,13
250302,42,1,3,3,13
250302,56,1,3,4,14
250302,56,1,2,3,10
250302,96,1,1,3,15
250302,96,1,2,3,13
250302,96,1,3,3,9
180104,13,1,5,3,15
180104,13,2,3,3,10
180104,75,1,3,3,12
180104,75,1,4,3,10
180104,84,1,3,3,16
70106,20,2,3,3,11
70106,46,1,3,3,12
70106,46,1,3,3,7
180106,57,1,3,1,7
180106,123,1,3,4,13
120706,110,1,3,4,17
120706,110,1,3,3,15
120706,111,1,3,3,12
120706,226,1,3,3,12
120706,226,1,3,3,6
120706,229,1,3,3,11
150901,59,1,3,5,17
150901,59,1,2,3,14
180103,73,1,3,3,12
60807,18,1,2,3,11
110107,137,1,3,4,6
110107,138,1,2,3,13
130105,4,1,3,3,7
130105,19,2,3,3,6
130105,79,2,5,2,7
140205,17,1,3,3,12
140205,17,1,3,3,8
140205,20,1,3,3,15
140205,89,1,3,3,15
140205,90,1,2,4,14
140205,91,1,3,4,14
150133,19,2,2,2,13
150133,19,2,3,3,8
40302,33,1,3,3,12
40302,48,1,3,4,14
40302,77,1,2,2,9
230102,27,1,4,2,11
230102,27,1,3,3,6
230102,33,1,5,3,9
230102,53,1,2,2,13
230102,53,1,2,3,7
230102,59,1,3,3,7
10110,3,1,3,3,15
10110,115,1,3,3,9
10110,116,1,5,3,10
10110,116,1,5,3,6
10110,119,1,3,4,13
10101,5,1,3,3,6
10101,45,1,4,4,11
10101,64,1,3,4,14
10101,84,1,3,3,12
10101,105,1,3,3,9
10101,68,1,3,3,11
10101,68,1,3,3,9
10101,82,1,4,3,13
10101,82,1,3,3,11
10101,82,1,3,3,9
10101,82,1,3,3,7
10101,96,1,3,4,14
10502,9,1,2,3,16
10502,54,1,3,3,16
10502,54,1,3,3,10
10502,76,1,3,3,10
10702,12,1,3,3,12
10702,52,1,2,3,12
10702,67,1,3,3,15
10702,79,1,3,3,9
10702,94,1,3,3,15
10701,1,1,2,2,17
10701,1,1,2,3,14
10701,1,1,2,3,12
10701,41,1,3,3,7
10701,60,1,3,3,12
10701,60,1,3,3,7
10701,80,1,3,3,15
10701,120,1,5,3,14
10701,120,1,3,3,12
10701,120,1,3,3,10
10609,414,1,3,3,8
10609,909,1,2,3,16
10609,909,1,2,3,14
10609,909,1,2,3,12
10609,909,1,2,3,6
10609,910,1,3,3,12
10609,911,1,2,3,15
10609,911,1,3,3,13
10609,911,1,3,3,8
10609,912,1,2,3,13
10609,912,1,3,3,10
10609,913,1,2,3,16
10609,913,1,2,3,11
10608,40,1,5,3,16
10608,46,1,3,3,11
10206,35,1,3,3,16
10206,35,1,3,3,14
10206,79,1,3,3,7
10206,80,1,3,3,13
10702,14,1,3,3,7
10702,15,1,2,3,14
10702,15,1,2,4,7
10702,155,1,3,3,6
10605,27,1,3,3,12
10605,106,1,3,3,10
10605,106,1,3,3,8
10605,107,1,3,3,13
10605,107,1,3,3,10
10605,107,1,3,3,6
21801,10,2,3,3,17
21801,24,2,3,4,13
21801,24,2,3,3,10
21801,70,1,3,3,14
21801,70,1,4,3,11
21801,70,1,3,3,8
21801,15,1,3,3,14
21801,60,1,3,3,15
21801,82,1,3,3,17
21801,105,1,3,3,12
21801,127,1,3,3,14
21809,8,1,3,3,12
21809,8,1,3,3,6
21809,31,1,3,3,8
21809,31,1,3,3,6
21809,33,1,3,3,10
21809,33,1,3,3,8
21801,8,2,3,3,15
21801,8,2,3,3,10
21801,24,2,3,3,13
21801,41,2,3,3,13
21801,41,1,3,3,9
21801,56,2,3,3,8
21801,73,2,3,3,16
