EDAD,UBIGEO,BIBLIOTECA,PRACTICA_LECTURA,IDIOMA,PERS_NRO,ESTRATOSOCIO,MATRICULADO
9,150103,No,1,10,5,1,Sí
6,150103,No,2,10,7,1,Sí
6,150103,No,8,10,3,1,Sí
14,150103,No,5,10,4,3,Sí
17,150103,No,5,10,4,3,Sí
15,150103,Sí,8,10,4,3,Sí
17,150103,Sí,2,10,4,3,Sí
8,150103,Sí,2,10,3,5,Sí
7,150103,Sí,2,10,4,5,Sí
16,150103,No,8,10,2,5,Sí
8,150103,No,6,10,3,5,Sí
13,150103,No,1,10,3,5,Sí
6,150103,No,1,10,4,4,Sí
10,150103,No,2,10,3,5,Sí
15,150103,No,1,10,3,5,Sí
8,150103,No,8,10,5,5,Sí
10,150103,No,3,10,3,4,Sí
16,150103,No,2,10,4,4,Sí
14,150103,No,2,10,5,4,Sí
15,150103,No,2,10,3,4,Sí
9,150103,No,4,10,4,4,Sí
7,150103,No,6,10,4,4,Sí
15,150103,No,4,10,4,4,Sí
11,150103,No,5,10,3,4,Sí
6,150103,No,5,10,4,4,Sí
15,150103,No,5,10,3,5,Sí
8,150103,No,8,10,4,5,Sí
13,150103,No,3,10,4,5,Sí
13,150103,No,2,10,5,5,Sí
16,150103,No,2,10,3,5,Sí
17,150103,No,1,10,3,5,Sí
11,150137,Sí,4,10,4,2,Sí
6,150137,No,4,10,5,2,Sí
9,150137,No,2,10,3,3,Sí
16,150137,No,8,10,2,3,Sí
9,150137,No,8,10,3,3,Sí
16,150137,Sí,8,10,4,3,Sí
10,150137,No,3,10,5,3,Sí
7,150137,No,2,10,3,4,Sí
12,150137,No,3,10,4,3,Sí
11,150137,No,3,10,2,3,Sí
10,150137,No,8,10,4,4,Sí
9,150137,No,8,10,3,4,Sí
11,150137,No,3,10,2,4,Sí
6,150137,No,1,10,4,5,Sí
8,150137,No,7,10,3,5,Sí
8,150137,Sí,8,10,2,5,Sí
7,150137,Sí,4,10,3,5,Sí
12,150137,No,2,10,3,4,Sí
10,150137,No,2,10,4,4,Sí
15,150137,No,2,10,6,4,Sí
7,150137,No,8,10,3,3,Sí
9,150137,No,2,10,4,3,Sí
14,150111,No,3,10,2,4,Sí
9,150111,No,2,10,3,4,Sí
15,150111,No,3,10,4,4,Sí
9,150111,No,2,10,5,4,Sí
11,150111,No,2,10,4,4,Sí
8,150111,No,3,10,5,3,Sí
6,150111,No,1,10,5,4,Sí
8,150111,No,2,10,5,3,Sí
10,150111,No,1,10,5,3,Sí
13,150101,No,2,10,4,2,Sí
12,150101,Sí,6,10,3,2,Sí
15,150101,No,3,10,4,2,Sí
17,150101,No,1,10,4,3,Sí
13,150101,Sí,3,10,5,3,Sí
15,150101,Sí,1,10,6,3,Sí
9,150101,No,2,10,8,3,Sí
12,150101,No,2,10,2,3,Sí
16,150101,Sí,8,10,5,3,Sí
13,150101,Sí,3,10,6,3,Sí
13,150101,Sí,8,10,7,3,Sí
8,150101,No,2,10,5,3,Sí
17,150101,No,2,10,4,2,Sí
12,150101,No,8,10,2,2,Sí
10,150101,No,2,10,6,2,Sí
10,150101,No,3,10,3,4,Sí
7,150101,Sí,2,10,5,5,Sí
11,150101,No,4,10,3,5,Sí
6,150101,Sí,2,10,4,5,Sí
7,150101,Sí,8,10,3,3,Sí
11,150101,No,2,10,3,3,Sí
8,150101,No,2,10,4,3,Sí
8,150101,Sí,1,10,8,3,Sí
9,150101,No,8,10,7,3,Sí
7,150101,Sí,8,10,5,2,Sí
16,150101,Sí,8,10,4,4,Sí
14,150101,Sí,8,10,5,4,Sí
9,150105,No,2,10,3,2,Sí
7,150105,Sí,2,10,2,3,Sí
9,150121,No,1,10,4,1,Sí
12,150121,No,2,10,3,2,Sí
17,150121,Sí,6,10,4,2,Sí
10,150136,No,1,10,5,1,Sí
7,150136,No,3,10,6,1,Sí
7,150136,Sí,2,10,4,1,Sí
9,150116,No,2,10,3,3,Sí
6,150116,No,2,10,4,3,Sí
12,150115,No,3,10,3,2,Sí
11,150115,No,1,10,2,4,Sí
10,150115,No,1,10,3,4,Sí
10,150115,No,2,10,4,4,Sí
15,150115,Sí,4,10,3,4,Sí
11,150115,No,2,10,4,4,Sí
13,150115,No,2,10,5,5,Sí
8,150115,No,2,10,6,5,Sí
8,150115,No,2,10,7,5,Sí
9,150115,No,2,10,3,5,Sí
6,150115,No,2,10,4,5,Sí
10,150115,No,1,10,3,5,Sí
6,150115,No,1,10,4,5,Sí
16,150115,No,2,10,4,5,Sí
11,150115,Sí,8,10,2,2,Sí
17,150115,Sí,5,10,2,3,Sí
8,150115,No,2,10,4,3,Sí
7,150115,No,4,10,5,3,Sí
6,150115,No,1,10,5,3,Sí
16,150115,No,2,10,5,3,Sí
7,150115,Sí,1,10,6,3,Sí
9,150115,No,2,10,6,4,Sí
12,150115,Sí,4,10,5,4,Sí
8,150115,No,2,10,6,4,Sí
13,150130,Sí,1,10,3,2,Sí
15,150122,No,2,10,4,1,Sí
12,150141,Sí,3,10,3,1,Sí
9,150141,Sí,3,10,4,1,Sí
10,150141,No,5,10,4,3,Sí
12,150141,No,3,10,5,2,Sí
10,150140,No,3,10,3,1,Sí
9,150140,No,3,10,4,1,Sí
7,150140,Sí,2,10,4,2,Sí
7,150140,Sí,1,10,4,3,Sí
14,150140,Sí,2,10,6,2,Sí
9,150140,No,2,10,7,2,Sí
16,150140,No,2,10,3,2,Sí
9,150140,No,2,10,4,2,Sí
14,150140,No,2,10,5,2,Sí
13,150140,Sí,1,10,4,2,Sí
10,150140,No,1,10,6,1,Sí
12,150140,No,2,10,3,3,Sí
8,150140,No,3,10,4,3,Sí
7,150140,No,1,10,3,3,Sí
15,150108,No,3,10,3,3,Sí
14,150108,No,6,10,3,3,Sí
7,150108,No,4,10,4,3,Sí
6,150108,No,5,10,5,3,Sí
12,150108,No,3,10,3,1,Sí
10,150108,No,3,10,4,1,Sí
17,150108,Sí,2,10,3,2,Sí
8,150108,No,1,10,5,3,Sí
17,150108,No,3,10,3,4,Sí
12,150108,No,2,10,4,4,Sí
16,150108,Sí,8,10,4,4,Sí
6,150108,Sí,4,10,4,3,Sí
17,150108,Sí,3,10,5,4,Sí
8,150108,No,3,10,6,4,Sí
13,150108,No,2,10,4,4,Sí
12,150133,Sí,2,10,2,5,Sí
10,150133,Sí,2,10,3,5,Sí
10,150133,No,1,10,3,5,Sí
6,150133,No,2,10,3,5,Sí
12,150133,No,2,10,4,4,Sí
6,150133,No,1,10,5,4,Sí
7,150133,No,4,10,4,4,Sí
14,150133,No,3,10,2,3,Sí
7,150133,No,2,10,5,3,Sí
13,150133,No,3,10,3,3,Sí
13,150133,No,8,10,5,2,Sí
14,150133,No,2,10,3,4,Sí
9,150133,No,4,10,4,4,Sí
12,150133,No,5,10,5,4,Sí
6,150133,No,1,10,6,4,Sí
10,150133,No,2,10,5,4,Sí
8,150133,Sí,2,10,4,1,Sí
13,150133,No,1,10,5,3,Sí
7,150133,No,1,10,3,3,Sí
11,150133,No,2,10,3,5,Sí
10,150133,No,2,10,4,5,Sí
8,150133,No,1,10,5,5,Sí
6,150133,No,1,10,7,5,Sí
7,150133,No,2,10,3,5,Sí
11,150133,No,1,10,3,5,Sí
9,150133,No,3,10,4,5,Sí
15,150133,Sí,1,10,2,5,Sí
14,150133,No,8,10,3,3,Sí
6,150133,No,5,10,4,3,Sí
7,150133,No,2,10,3,4,Sí
7,150142,No,2,10,4,4,Sí
6,150142,No,2,10,3,4,Sí
10,150142,Sí,8,10,5,3,Sí
11,150142,No,2,10,4,3,Sí
8,150142,Sí,1,10,4,4,Sí
11,150142,Sí,8,10,4,2,Sí
17,150142,No,1,10,2,3,Sí
11,150142,Sí,3,10,6,3,Sí
10,150142,No,2,10,3,3,Sí
7,150142,No,2,10,4,3,Sí
9,150142,No,2,10,4,4,Sí
6,150142,No,2,10,3,4,Sí
9,150142,No,3,10,4,3,Sí
7,150142,No,3,10,5,3,Sí
13,150142,Sí,5,10,4,4,Sí
11,150142,Sí,2,10,3,5,Sí
9,150142,Sí,2,10,4,5,Sí
7,150142,Sí,2,10,5,5,Sí
17,150142,Sí,2,10,4,5,Sí
11,150142,Sí,2,10,6,5,Sí
16,150142,Sí,1,10,3,5,Sí
15,150142,Sí,1,10,4,5,Sí
8,150142,No,8,10,6,5,Sí
14,150142,No,3,10,3,5,Sí
8,150143,No,2,10,3,4,Sí
14,150143,Sí,1,10,2,5,Sí
7,150143,Sí,8,10,5,5,Sí
17,150143,Sí,1,10,2,3,Sí
15,150143,No,2,10,3,3,Sí
8,150143,No,5,10,6,3,Sí
17,150143,No,1,10,4,5,Sí
7,150143,No,2,10,2,5,Sí
13,150143,No,5,10,3,5,Sí
17,150143,No,1,10,3,4,Sí
14,150143,No,1,10,4,4,Sí
10,150143,No,1,10,2,5,Sí
10,150143,No,3,10,3,5,Sí
6,150143,No,2,10,4,5,Sí
12,150143,Sí,3,10,5,5,Sí
17,150143,No,2,10,4,5,Sí
8,150143,No,2,10,6,5,Sí
17,150143,No,2,10,6,5,Sí
14,150143,Sí,4,10,5,4,Sí
11,150143,No,2,10,3,4,Sí
14,150143,No,5,10,4,4,Sí
10,150143,Sí,2,10,3,4,Sí
9,150143,No,3,10,4,4,Sí
10,150143,No,4,10,3,4,Sí
11,150143,No,4,10,5,4,Sí
8,150143,Sí,2,10,3,4,Sí
8,150143,No,2,10,4,5,Sí
13,150143,Sí,3,10,5,5,Sí
6,150143,Sí,1,10,6,5,Sí
12,150143,Sí,3,10,3,5,Sí
8,150143,Sí,2,10,4,5,Sí
7,150143,No,1,10,3,5,Sí
11,150143,No,2,10,3,5,Sí
16,150114,No,1,10,5,1,Sí
14,150114,No,2,10,4,1,Sí
9,150114,No,1,10,6,1,Sí
17,150114,No,2,10,3,1,Sí
8,150123,No,2,10,4,4,Sí
7,150123,No,2,10,5,4,Sí
14,150123,No,2,10,3,4,Sí
9,150123,No,2,10,4,4,Sí
9,150123,No,2,10,4,4,Sí
6,150123,No,2,10,5,4,Sí
10,150123,Sí,5,10,3,5,Sí
17,150123,No,1,10,3,5,Sí
12,150119,No,4,10,3,5,Sí
9,150119,No,4,10,4,4,Sí
8,150119,No,1,10,3,5,Sí
17,150119,No,4,10,4,5,Sí
17,150119,Sí,4,10,3,5,Sí
9,150119,No,3,10,3,5,Sí
16,150127,No,8,10,5,4,Sí
12,150127,No,2,10,4,4,Sí
8,150127,No,1,10,4,5,Sí
14,150722,Sí,2,10,4,5,Sí
9,150722,No,1,10,3,5,Sí
15,150722,Sí,2,10,4,5,Sí
12,150701,No,1,10,2,6,Sí
10,150701,No,1,10,3,6,Sí
7,150701,No,1,10,4,6,Sí
12,150701,No,1,10,3,6,Sí
10,150701,No,2,10,4,6,Sí
9,150728,No,2,10,4,5,Sí
13,150728,Sí,3,10,3,5,Sí
8,150728,No,3,10,3,5,Sí
13,150728,No,3,10,2,5,Sí
7,150728,No,1,10,3,5,Sí
6,150728,No,5,10,3,5,Sí
13,150730,No,2,10,2,6,Sí
8,150730,No,3,10,5,6,Sí
11,150730,No,4,10,4,6,Sí
13,150730,No,2,10,3,6,Sí
8,150730,No,8,10,4,6,Sí
6,150710,No,3,10,3,6,Sí
9,150710,Sí,1,10,4,6,Sí
10,150710,Sí,1,10,5,6,Sí
7,150710,Sí,2,10,6,6,Sí
10,150501,No,2,10,3,5,Sí
17,150501,No,3,10,2,5,Sí
17,150501,Sí,2,10,3,5,Sí
10,150501,No,2,10,3,5,Sí
8,150501,No,1,10,4,5,Sí
13,150501,No,9,10,3,4,Sí
14,150501,No,1,10,2,2,Sí
14,150507,No,1,10,3,4,Sí
6,150507,No,1,10,3,4,Sí
8,150507,No,8,10,2,4,Sí
8,150507,No,3,10,4,4,Sí
10,150507,No,3,10,9,5,Sí
6,150507,Sí,8,10,7,5,Sí
11,150507,Sí,8,10,5,5,Sí
10,150507,No,8,10,3,5,Sí
8,150507,No,2,10,5,4,Sí
17,150507,Sí,2,10,6,4,Sí
16,150507,No,4,10,3,5,Sí
13,150507,No,4,10,4,5,Sí
7,150507,No,2,10,5,5,Sí
9,150507,No,2,10,3,5,Sí
6,150510,No,2,10,4,5,Sí
6,150510,No,2,10,3,5,Sí
12,150510,No,2,10,5,5,Sí
10,150510,No,2,10,6,5,Sí
6,150510,No,2,10,9,5,Sí
17,150505,Sí,5,10,2,4,Sí
10,150505,No,1,10,3,4,Sí
6,150505,No,1,10,3,5,Sí
9,150505,No,1,10,3,5,Sí
15,150505,Sí,1,10,3,5,Sí
13,150505,Sí,1,10,4,5,Sí
7,150505,Sí,2,10,5,5,Sí
10,150509,No,4,10,6,5,Sí
7,150509,Sí,8,10,3,5,Sí
12,150509,Sí,2,10,6,5,Sí
10,150509,No,5,10,7,5,Sí
10,150509,No,3,10,3,4,Sí
10,150509,Sí,2,10,4,4,Sí
17,150509,Sí,4,10,2,4,Sí
15,150509,Sí,1,10,3,4,Sí
10,150509,No,2,10,3,4,Sí
7,150509,No,2,10,4,4,Sí
9,150502,No,5,10,3,5,Sí
16,150512,No,3,10,3,4,Sí
11,150512,No,2,10,4,5,Sí
10,150512,No,5,10,3,5,Sí
13,120801,No,2,10,3,3,Sí
13,120801,No,2,10,3,3,Sí
8,120801,Sí,3,10,4,3,Sí
9,120801,No,3,10,3,3,Sí
6,120801,No,1,10,4,3,Sí
13,120801,No,2,10,4,4,Sí
10,120801,No,3,10,5,4,Sí
11,120801,No,2,10,3,4,Sí
13,120801,No,2,10,4,4,Sí
8,120801,No,2,10,5,4,Sí
15,120801,No,2,10,4,4,Sí
6,120801,No,2,10,5,4,Sí
14,120810,No,2,10,5,4,Sí
10,120810,No,2,10,4,4,Sí
9,120810,No,2,10,5,4,Sí
16,120810,Sí,2,10,4,4,Sí
13,120810,No,2,10,4,4,Sí
6,120810,No,2,10,5,4,Sí
12,120803,Sí,2,10,4,6,Sí
15,120803,Sí,2,10,3,6,Sí
8,120803,No,2,10,4,6,Sí
7,120803,Sí,2,10,7,6,Sí
17,120803,Sí,2,10,8,6,Sí
14,120803,Sí,2,10,9,6,Sí
15,120803,Sí,2,10,4,6,Sí
11,120803,Sí,2,10,4,6,Sí
10,120803,Sí,3,10,5,6,Sí
6,120803,Sí,3,10,6,6,Sí
15,120803,No,2,10,3,6,Sí
9,120501,No,2,10,3,5,Sí
6,120701,No,8,10,3,4,Sí
17,120701,No,5,10,3,4,Sí
14,120701,No,2,10,4,4,Sí
6,120701,No,5,10,5,4,Sí
14,120701,Sí,8,10,4,4,Sí
11,120701,No,5,10,2,4,Sí
16,120701,Sí,2,10,4,5,Sí
15,120701,No,3,10,5,5,Sí
14,120701,No,2,10,4,2,Sí
15,120701,Sí,2,10,2,2,Sí
13,120701,Sí,2,10,3,2,Sí
12,120701,No,3,10,2,2,Sí
6,120708,No,8,10,5,5,Sí
10,120704,No,2,10,3,5,Sí
6,120704,No,2,10,4,5,Sí
7,120704,No,2,10,3,5,Sí
6,120704,No,2,10,3,5,Sí
14,120305,Sí,5,10,5,4,Sí
15,120305,No,1,10,4,4,Sí
11,120305,Sí,7,10,5,4,Sí
15,120305,No,2,10,2,3,Sí
13,120305,No,3,10,3,3,Sí
9,120301,No,3,10,3,3,Sí
6,120301,No,3,10,4,3,Sí
10,120301,No,1,10,3,3,Sí
14,120301,No,2,10,3,3,Sí
16,120301,Sí,2,10,4,3,Sí
13,120301,Sí,2,10,2,3,Sí
10,120301,Sí,2,10,3,3,Sí
8,120302,No,2,10,4,5,Sí
8,120302,No,2,10,3,5,Sí
6,120302,No,2,10,3,5,Sí
6,120302,No,3,10,4,5,Sí
15,120302,No,3,10,3,6,Sí
8,120302,No,3,10,5,6,Sí
14,120302,No,2,10,3,6,Sí
10,120302,No,1,10,4,6,Sí
12,120303,No,1,10,4,5,Sí
6,120303,No,1,10,5,5,Sí
14,120434,No,3,10,3,4,Sí
17,120434,No,5,10,3,4,Sí
10,120434,No,3,10,4,6,Sí
10,120434,Sí,8,10,4,6,Sí
16,120434,No,2,10,3,6,Sí
13,120434,Sí,4,1,3,6,Sí
10,120434,Sí,3,1,4,6,Sí
13,120434,Sí,3,10,5,6,Sí
8,120434,Sí,2,10,6,6,Sí
16,120434,No,1,10,3,6,Sí
13,120434,Sí,6,10,3,6,Sí
9,120434,No,3,10,4,6,Sí
17,120401,No,8,10,4,3,Sí
14,120401,Sí,5,10,4,3,Sí
9,120401,No,2,10,5,3,Sí
16,120401,Sí,3,10,3,3,Sí
8,120401,No,3,10,4,3,Sí
12,120417,Sí,8,10,5,6,Sí
14,120417,No,1,10,4,6,Sí
6,120417,Sí,2,10,2,6,Sí
14,120417,Sí,2,10,3,6,Sí
16,120417,Sí,5,10,4,6,Sí
10,120407,No,2,10,3,5,Sí
11,120213,No,3,10,5,5,Sí
6,120213,No,2,10,3,5,Sí
8,120213,No,4,10,2,5,Sí
15,120210,No,8,10,4,4,Sí
13,120210,No,5,10,5,4,Sí
11,120210,Sí,2,10,3,4,Sí
11,120209,No,3,10,3,6,Sí
10,120209,No,2,10,3,6,Sí
11,120209,No,3,10,5,6,Sí
8,120209,No,3,10,3,6,Sí
8,120209,Sí,3,10,3,6,Sí
15,120209,No,3,10,3,6,Sí
7,120209,Sí,3,10,3,6,Sí
16,120901,Sí,1,10,3,3,Sí
13,120901,Sí,5,10,5,3,Sí
15,120901,Sí,2,10,5,3,Sí
8,120901,Sí,2,10,4,3,Sí
15,120901,Sí,2,10,3,3,Sí
9,120908,No,2,10,2,5,Sí
13,120908,No,2,10,3,5,Sí
10,120908,No,2,10,4,5,Sí
8,120908,No,2,10,3,5,Sí
7,120903,No,2,10,4,4,Sí
11,120903,No,2,10,4,4,Sí
11,120903,No,2,10,5,4,Sí
8,120903,No,1,10,3,4,Sí
12,120903,No,1,10,2,4,Sí
15,120114,No,2,10,3,2,Sí
14,120114,Sí,3,10,2,2,Sí
9,120114,No,2,10,3,4,Sí
8,120114,No,6,10,4,4,Sí
9,120114,Sí,1,10,3,3,Sí
15,120114,No,1,10,4,3,Sí
17,120114,No,3,10,4,3,Sí
7,120114,No,1,10,3,3,Sí
11,120114,Sí,1,10,3,3,Sí
14,120114,No,1,10,3,3,Sí
7,120114,No,2,10,3,2,Sí
10,120114,No,2,10,2,2,Sí
13,120114,Sí,2,10,3,2,Sí
8,120114,Sí,2,10,4,2,Sí
11,120114,No,2,10,3,2,Sí
12,120114,Sí,2,10,2,2,Sí
11,120114,No,2,10,5,2,Sí
14,120114,No,4,10,5,1,Sí
12,120114,No,1,10,3,2,Sí
17,120114,Sí,8,10,4,2,Sí
15,120114,No,6,10,3,2,Sí
11,120114,No,3,10,4,2,Sí
8,120101,No,1,10,5,2,Sí
10,120101,Sí,2,10,2,2,Sí
8,120101,No,2,10,3,1,Sí
15,120101,No,1,10,3,1,Sí
8,120101,Sí,1,10,4,1,Sí
17,120101,No,2,10,3,1,Sí
15,120101,No,2,10,4,1,Sí
10,120101,No,2,10,5,1,Sí
15,120101,No,3,10,3,1,Sí
12,120101,No,8,10,4,1,Sí
10,120101,No,2,10,5,4,Sí
6,120101,No,4,10,5,4,Sí
16,120101,No,2,10,2,5,Sí
10,120101,No,2,10,3,5,Sí
8,120101,No,3,10,6,5,Sí
14,120101,No,2,10,4,5,Sí
9,120101,No,1,10,3,1,Sí
8,120101,No,8,10,4,1,Sí
12,120101,Sí,2,10,2,1,Sí
16,120101,No,2,10,4,1,Sí
6,120101,No,1,10,3,1,Sí
9,120101,No,2,10,3,2,Sí
8,120101,No,2,10,4,2,Sí
15,120101,No,1,10,3,2,Sí
15,120101,No,4,10,3,2,Sí
10,120101,No,2,4,3,2,Sí
6,120101,No,2,10,3,2,Sí
15,120101,No,2,10,4,3,Sí
11,120101,No,2,10,5,3,Sí
12,120101,No,2,10,4,3,Sí
7,120101,No,2,10,3,2,Sí
13,120101,No,4,10,4,2,Sí
8,120101,No,2,10,5,2,Sí
6,120101,No,2,10,3,2,Sí
15,120101,No,2,10,3,2,Sí
16,120101,No,2,10,3,4,Sí
11,120101,Sí,2,10,4,4,Sí
7,120101,No,2,10,5,4,Sí
7,120101,No,2,10,2,4,Sí
11,120101,No,3,10,4,3,Sí
9,120101,No,2,10,5,3,Sí
8,120101,No,2,10,6,3,Sí
15,120101,No,3,10,4,3,Sí
10,120101,No,3,10,2,3,Sí
9,120107,No,4,10,4,3,Sí
15,120107,No,2,10,3,3,Sí
13,120107,Sí,6,10,6,3,Sí
6,120107,Sí,2,10,5,3,Sí
7,120107,No,2,10,4,3,Sí
13,120107,No,2,10,2,3,Sí
14,120107,No,8,10,4,4,Sí
8,120107,No,5,10,5,4,Sí
10,120107,No,3,10,2,4,Sí
6,120107,No,1,10,3,5,Sí
6,120107,No,2,10,3,5,Sí
9,120107,No,8,10,3,5,Sí
10,120107,Sí,3,10,7,2,Sí
13,120107,No,2,10,5,2,Sí
6,120107,Sí,2,10,2,3,Sí
7,120107,No,3,10,3,4,Sí
11,120132,No,2,10,3,5,Sí
11,120132,No,1,10,3,5,Sí
8,120132,No,2,10,4,5,Sí
11,120132,No,2,10,2,5,Sí
11,120134,No,2,10,4,4,Sí
14,120134,No,4,10,4,4,Sí
17,120134,Sí,3,10,5,4,Sí
9,120134,No,2,10,6,4,Sí
9,120134,No,2,10,2,4,Sí
15,120134,No,2,10,3,4,Sí
14,120134,No,3,10,4,4,Sí
12,120134,No,3,10,5,4,Sí
10,120134,No,3,10,6,4,Sí
14,120125,Sí,2,10,5,4,Sí
13,120125,No,2,10,4,4,Sí
8,120125,No,2,10,5,4,Sí
16,120125,No,3,10,8,4,Sí
9,120125,No,2,10,4,3,Sí
6,120125,No,2,10,3,3,Sí
16,120125,No,1,10,3,3,Sí
17,120125,No,3,10,5,3,Sí
13,120119,Sí,6,10,3,5,Sí
7,120121,No,3,10,3,4,Sí
12,120121,No,2,10,3,4,Sí
7,120121,Sí,2,10,4,4,Sí
15,120121,No,4,10,4,4,Sí
7,120121,No,2,10,5,4,Sí
16,120121,Sí,2,10,4,4,Sí
14,120121,Sí,2,10,5,4,Sí
10,120121,Sí,2,10,6,4,Sí
13,120121,No,2,10,4,4,Sí
11,120106,Sí,3,10,2,6,Sí
10,120106,Sí,6,10,4,6,Sí
15,120607,No,5,10,4,6,Sí
13,120607,No,3,10,4,6,Sí
11,120607,No,3,10,6,6,Sí
12,120607,No,4,10,4,6,Sí
7,120607,No,3,10,5,6,Sí
6,120607,No,3,10,5,6,Sí
8,120601,No,3,10,5,4,Sí
8,120601,No,2,10,3,4,Sí
15,120601,No,3,10,3,4,Sí
13,120601,No,2,10,4,4,Sí
12,120601,No,2,10,4,4,Sí
10,120601,No,3,10,4,4,Sí
12,120604,No,2,10,3,5,Sí
6,120604,No,8,10,2,5,Sí
16,120604,No,2,10,3,5,Sí
8,120608,No,3,3,4,6,Sí
6,120608,No,8,3,5,6,Sí
7,120608,No,3,3,3,6,Sí
10,120608,No,3,3,3,6,Sí
10,120608,No,2,3,2,6,Sí
12,120608,No,8,3,4,6,Sí
10,120608,No,8,3,5,6,Sí
7,120608,No,8,3,6,6,Sí
15,120608,Sí,3,3,4,6,Sí
8,120608,No,3,3,5,6,Sí
14,120608,Sí,2,3,2,6,Sí
14,120608,Sí,4,3,4,6,Sí
10,120608,No,3,3,5,6,Sí
12,120608,No,3,3,3,6,Sí
11,120608,No,3,3,3,6,Sí
6,120608,No,3,3,4,6,Sí
14,120608,Sí,3,3,4,6,Sí
12,120608,No,3,3,5,6,Sí
13,90711,No,3,10,3,4,Sí
8,90711,No,5,10,4,4,Sí
10,90711,No,2,10,2,5,Sí
14,90711,No,4,10,2,5,Sí
12,90711,No,1,10,3,5,Sí
9,90711,No,1,10,4,5,Sí
6,90711,No,2,10,3,5,Sí
12,90711,No,2,10,3,5,Sí
9,90711,No,3,10,4,5,Sí
7,90711,No,2,10,3,5,Sí
9,90701,No,5,10,3,4,Sí
7,90701,No,2,10,3,4,Sí
17,90701,No,8,1,4,4,Sí
15,90701,No,7,1,5,4,Sí
13,90701,No,2,1,6,4,Sí
11,90701,No,3,1,7,4,Sí
10,90701,No,3,1,8,4,Sí
8,90701,Sí,3,10,5,3,Sí
6,90701,No,2,10,3,3,Sí
14,90701,Sí,1,10,3,3,Sí
7,90701,Sí,2,10,4,3,Sí
7,90701,Sí,2,10,5,3,Sí
11,90701,No,1,10,3,3,Sí
7,90701,No,2,10,4,3,Sí
11,90701,No,2,10,3,2,Sí
12,90701,No,3,10,4,2,Sí
8,90701,No,1,10,4,3,Sí
8,90701,No,1,10,3,2,Sí
12,90701,No,1,10,4,2,Sí
7,90701,No,5,14,4,2,Sí
16,90701,No,3,10,2,2,Sí
13,90701,Sí,2,10,2,4,Sí
10,90701,No,3,10,3,4,Sí
10,90701,Sí,8,10,3,4,Sí
15,90706,Sí,8,10,3,6,Sí
12,90706,Sí,2,10,4,6,Sí
10,90706,Sí,2,10,5,6,Sí
16,90706,No,8,10,3,6,Sí
7,90706,No,2,10,3,6,Sí
14,90706,Sí,2,10,3,6,Sí
12,90706,Sí,2,10,4,6,Sí
13,90713,No,2,1,3,6,Sí
11,90713,No,1,1,3,6,Sí
6,90713,No,2,1,4,6,Sí
8,90713,No,2,10,3,6,Sí
11,90713,No,1,10,4,6,Sí
8,90713,No,2,10,5,6,Sí
7,90713,No,2,10,6,6,Sí
12,90713,No,1,10,3,6,Sí
11,90713,No,1,1,4,6,Sí
7,90713,No,1,1,5,6,Sí
15,90713,No,1,10,3,6,Sí
7,90713,No,1,10,4,6,Sí
14,90713,No,1,1,3,6,Sí
7,90713,No,2,10,3,6,Sí
16,90713,No,1,10,4,6,Sí
13,90713,No,1,10,5,6,Sí
14,90705,No,3,10,3,4,Sí
6,90705,Sí,5,10,5,4,Sí
14,90705,Sí,5,10,3,4,Sí
6,90705,Sí,3,10,4,4,Sí
12,90506,No,3,1,4,6,Sí
6,90506,No,1,10,3,6,Sí
12,90506,No,4,1,6,6,Sí
10,90506,No,5,1,7,6,Sí
7,90506,No,4,1,3,6,Sí
11,90506,Sí,2,10,5,6,Sí
16,90506,Sí,4,1,2,6,Sí
16,90501,Sí,2,10,2,5,Sí
12,90501,Sí,3,10,7,5,Sí
10,90501,No,1,10,3,5,Sí
6,90501,No,8,10,3,5,Sí
15,90501,No,1,10,2,3,Sí
9,90501,Sí,2,10,2,3,Sí
15,90501,No,2,10,3,3,Sí
14,90501,No,2,10,5,3,Sí
12,90501,No,2,10,6,3,Sí
10,90501,No,3,10,7,3,Sí
7,90501,No,3,10,4,3,Sí
7,90501,No,3,10,5,3,Sí
9,90501,No,8,10,4,3,Sí
17,90206,Sí,8,1,4,4,Sí
8,90206,No,3,10,4,4,Sí
17,90206,Sí,2,1,1,4,Sí
7,90206,No,4,10,3,4,Sí
11,90206,Sí,1,1,3,4,Sí
8,90206,No,1,1,4,4,Sí
11,90206,No,1,10,4,4,Sí
12,90206,No,3,10,3,4,Sí
7,90206,No,2,10,4,4,Sí
7,90206,No,1,10,4,4,Sí
6,90206,No,2,1,3,4,Sí
10,90206,No,2,10,2,4,Sí
17,90206,Sí,2,10,2,4,Sí
11,90206,Sí,2,10,3,4,Sí
7,90206,Sí,2,10,4,4,Sí
15,90206,Sí,8,10,3,4,Sí
10,90206,No,5,10,4,4,Sí
17,90206,No,3,10,3,4,Sí
12,90206,No,8,10,4,4,Sí
13,90201,No,3,10,4,4,Sí
10,90201,Sí,2,10,3,4,Sí
8,90201,Sí,3,10,4,4,Sí
7,90201,No,8,10,5,4,Sí
9,90201,No,2,10,3,4,Sí
7,90201,No,3,10,4,4,Sí
14,90201,No,4,10,3,3,Sí
9,90201,No,6,10,4,3,Sí
11,90201,No,2,10,4,3,Sí
16,90201,No,2,1,3,4,Sí
