EDAD,UBIGEO,BIBLIOTECA,PRACTICA_LECTURA,IDIOMA,PERS_NRO,ESTRATOSOCIO,MATRICULADO
6,240201,No,3,10,4,4,Sí
11,240201,No,2,10,4,3,Sí
14,240203,No,2,10,3,5,Sí
13,240203,No,2,10,4,5,Sí
9,240203,Sí,3,10,5,5,Sí
7,240203,No,8,10,4,5,Sí
11,240203,No,2,10,3,5,Sí
8,240203,No,2,10,4,5,Sí
11,240203,No,2,10,4,4,Sí
13,240203,Sí,5,10,2,4,Sí
12,240203,No,3,10,3,4,Sí
10,240203,No,8,10,4,4,Sí
7,240203,No,5,14,5,4,Sí
14,240101,No,2,10,3,5,Sí
9,240101,No,2,10,4,5,Sí
7,240101,No,4,10,3,5,Sí
9,240101,No,8,10,5,5,Sí
13,240101,No,3,10,5,3,Sí
11,240101,No,2,10,3,3,Sí
9,240101,No,2,10,4,3,Sí
6,240101,No,8,10,5,3,Sí
17,240101,No,8,10,3,3,Sí
17,240101,No,2,10,4,1,Sí
15,240101,No,2,10,3,1,Sí
6,240101,No,2,10,4,1,Sí
10,240101,No,4,10,6,1,Sí
16,240101,No,1,10,3,2,Sí
10,240101,No,3,10,4,1,Sí
12,240101,No,3,10,3,3,Sí
7,240101,No,3,10,4,3,Sí
6,240101,No,1,10,3,2,Sí
15,240101,Sí,8,10,3,4,Sí
8,240101,No,2,10,3,4,Sí
7,240101,Sí,3,10,3,3,Sí
17,240101,Sí,3,10,2,3,Sí
6,240101,No,8,10,3,4,Sí
14,240101,No,2,10,2,1,Sí
7,240101,No,3,10,3,1,Sí
10,240101,No,3,10,4,1,Sí
10,240101,No,2,10,3,3,Sí
8,240101,No,3,10,4,3,Sí
7,240101,No,8,10,5,3,Sí
10,240101,No,3,10,5,3,Sí
13,240101,No,2,10,5,3,Sí
16,240101,No,1,10,4,4,Sí
7,240101,No,4,10,5,4,Sí
10,240101,Sí,2,10,3,4,Sí
6,240101,Sí,3,10,4,4,Sí
12,240101,No,2,10,2,1,Sí
9,240101,No,1,10,3,1,Sí
7,240101,No,1,10,4,1,Sí
6,240101,No,8,10,3,1,Sí
15,240101,No,2,10,5,1,Sí
6,240101,No,2,10,6,1,Sí
10,240101,No,2,10,4,1,Sí
6,240101,No,3,10,5,1,Sí
7,240101,No,2,10,3,1,Sí
15,240101,Sí,1,10,3,3,Sí
8,240101,Sí,1,10,3,3,Sí
7,240101,Sí,1,10,3,3,Sí
8,240101,No,2,10,3,4,Sí
8,240101,No,3,10,2,1,Sí
10,240103,No,2,10,4,3,Sí
7,240103,No,3,10,3,3,Sí
13,240103,No,3,10,3,3,Sí
10,240103,No,3,10,4,3,Sí
6,240103,No,3,10,4,4,Sí
16,240103,No,2,10,2,4,Sí
9,240103,No,2,10,4,4,Sí
17,240103,No,2,10,4,4,Sí
14,240103,No,3,10,5,4,Sí
11,240103,No,2,10,6,4,Sí
9,240103,No,1,10,7,4,Sí
16,240103,No,2,10,4,4,Sí
10,240103,No,3,10,5,4,Sí
7,240103,No,3,10,7,4,Sí
8,240103,No,2,10,2,4,Sí
6,240102,No,2,10,3,5,Sí
15,240102,No,2,10,4,3,Sí
12,240102,No,1,10,5,3,Sí
10,240102,No,2,10,6,3,Sí
12,240102,No,3,10,6,3,Sí
10,240102,No,3,10,2,3,Sí
15,240102,Sí,2,10,2,4,Sí
10,240102,Sí,2,10,3,4,Sí
6,240102,No,2,10,5,5,Sí
8,240102,No,1,10,4,5,Sí
6,240102,No,2,10,4,4,Sí
7,240102,No,2,10,3,5,Sí
12,240104,Sí,8,10,2,4,Sí
10,240104,Sí,8,10,3,4,Sí
10,240104,No,2,10,4,4,Sí
12,240104,Sí,2,10,2,4,Sí
11,240104,No,2,10,2,3,Sí
11,240104,No,2,10,2,5,Sí
11,240104,No,3,10,4,5,Sí
9,240104,No,4,10,4,5,Sí
10,240104,No,1,10,4,6,Sí
8,240104,No,2,10,5,6,Sí
8,240104,No,3,10,3,6,Sí
11,240104,No,3,10,5,6,Sí
11,240104,No,2,10,3,6,Sí
8,240301,No,2,10,3,5,Sí
6,240301,No,2,10,4,5,Sí
12,240301,No,3,10,3,5,Sí
7,240301,No,1,10,4,5,Sí
8,240301,Sí,2,10,3,5,Sí
11,240301,No,2,10,3,5,Sí
6,240301,No,4,10,3,5,Sí
12,240301,No,3,10,5,4,Sí
8,240301,No,2,10,5,4,Sí
17,240301,No,2,10,3,2,Sí
9,240301,No,2,10,4,2,Sí
8,240301,No,3,10,5,2,Sí
7,240301,No,2,10,6,2,Sí
16,240301,No,2,10,3,2,Sí
15,240301,No,2,10,4,2,Sí
10,240301,No,2,10,5,2,Sí
10,240301,No,2,10,3,2,Sí
7,240301,No,2,10,4,2,Sí
11,240302,No,3,10,4,4,Sí
10,240302,No,3,10,6,4,Sí
6,240302,No,8,10,3,4,Sí
7,240302,No,1,10,2,4,Sí
12,240302,No,4,10,3,5,Sí
15,240304,No,1,10,3,4,Sí
6,240304,No,2,10,2,6,Sí
17,240304,No,3,10,5,6,Sí
8,240304,No,1,10,3,6,Sí
11,200701,No,1,10,4,2,Sí
7,200701,No,2,10,5,2,Sí
16,200701,No,1,10,4,3,Sí
12,200701,No,2,10,5,3,Sí
9,200701,No,2,10,5,3,Sí
16,200701,No,4,10,7,3,Sí
13,200701,No,3,10,8,3,Sí
15,200701,No,3,10,3,3,Sí
13,200701,No,3,10,4,3,Sí
12,200701,No,4,10,3,3,Sí
9,200701,No,4,10,4,3,Sí
13,200701,No,1,10,3,3,Sí
9,200701,No,1,10,4,3,Sí
15,200701,No,3,10,2,4,Sí
10,200701,No,3,10,3,4,Sí
16,200701,No,2,10,4,4,Sí
6,200701,No,2,10,4,4,Sí
15,200701,No,3,10,4,4,Sí
11,200701,No,2,10,3,4,Sí
8,200701,No,2,10,3,4,Sí
16,200701,No,5,10,2,3,Sí
13,200701,No,4,10,6,3,Sí
12,200701,No,2,10,4,3,Sí
16,200701,No,1,10,3,3,Sí
13,200701,Sí,8,10,2,3,Sí
8,200701,No,2,10,6,3,Sí
12,200705,No,2,10,4,2,Sí
9,200705,No,2,10,4,2,Sí
8,200705,No,2,10,5,2,Sí
9,200705,No,3,10,4,2,Sí
7,200705,No,1,10,5,2,Sí
13,200705,No,4,10,3,2,Sí
14,200705,No,3,10,3,3,Sí
7,200705,No,1,10,4,3,Sí
12,200705,No,1,10,3,3,Sí
7,200705,No,2,10,4,3,Sí
12,200705,No,1,10,4,3,Sí
14,200705,Sí,3,10,4,3,Sí
13,200501,Sí,2,10,3,3,Sí
9,200501,Sí,1,10,4,3,Sí
8,200501,No,2,10,3,3,Sí
12,200501,No,1,10,4,3,Sí
9,200501,No,1,10,3,3,Sí
13,200501,No,3,10,3,4,Sí
11,200501,No,3,10,4,4,Sí
16,200501,No,3,10,7,4,Sí
14,200501,No,8,10,8,4,Sí
15,200501,No,3,10,3,4,Sí
13,200501,No,2,10,5,4,Sí
11,200501,No,2,10,6,4,Sí
15,200501,Sí,2,10,3,4,Sí
9,200501,Sí,2,10,3,4,Sí
15,200501,Sí,1,10,3,4,Sí
10,200501,Sí,1,10,4,4,Sí
7,200501,No,2,10,4,3,Sí
11,200501,No,3,10,5,3,Sí
8,200501,No,3,10,6,3,Sí
13,200501,No,2,10,5,3,Sí
9,200501,No,2,10,6,3,Sí
6,200501,No,3,10,10,3,Sí
13,200501,No,3,10,3,5,Sí
6,200501,No,2,10,4,5,Sí
14,200501,No,4,10,3,5,Sí
13,200501,No,4,10,4,5,Sí
11,200501,No,4,10,5,5,Sí
8,200501,No,5,10,6,5,Sí
7,200501,No,8,10,7,5,Sí
14,200506,No,2,10,5,5,Sí
15,200506,No,8,10,4,5,Sí
13,200506,No,2,10,4,5,Sí
15,200506,No,8,10,3,5,Sí
10,200506,No,8,10,4,5,Sí
16,200602,No,3,10,3,3,Sí
7,200602,No,2,10,4,3,Sí
6,200602,No,2,10,2,3,Sí
10,200602,No,1,10,3,3,Sí
14,200601,No,3,10,3,2,Sí
12,200601,No,2,10,4,3,Sí
15,200601,No,2,10,3,3,Sí
11,200601,No,2,10,4,3,Sí
16,200601,No,3,10,3,2,Sí
11,200601,No,3,10,4,2,Sí
12,200601,No,2,10,3,2,Sí
9,200601,No,2,10,4,1,Sí
7,200601,No,2,10,7,1,Sí
13,200601,No,2,10,9,1,Sí
10,200601,Sí,8,10,4,3,Sí
13,200601,No,8,10,4,3,Sí
9,200601,No,1,10,5,4,Sí
13,200601,Sí,2,10,3,4,Sí
8,200601,Sí,1,10,4,4,Sí
7,200601,No,8,10,3,4,Sí
8,200601,No,2,10,2,3,Sí
7,200601,No,2,10,5,3,Sí
14,200601,No,1,10,3,3,Sí
11,200601,No,1,10,4,3,Sí
7,200601,No,1,10,5,3,Sí
6,200601,No,6,10,4,3,Sí
11,200601,Sí,2,10,5,3,Sí
6,200601,No,4,10,4,4,Sí
7,200601,No,3,10,7,4,Sí
13,200601,No,2,10,3,4,Sí
10,200601,No,2,10,4,4,Sí
14,200601,No,3,10,2,4,Sí
12,200601,No,3,10,3,4,Sí
12,200601,No,1,10,2,4,Sí
9,200601,No,2,10,4,4,Sí
15,200607,No,2,10,3,3,Sí
12,200607,No,2,10,4,3,Sí
9,200607,No,1,10,5,3,Sí
12,200607,Sí,8,10,4,3,Sí
11,200607,Sí,8,10,5,3,Sí
11,200605,No,2,10,5,4,Sí
14,200605,No,2,10,6,5,Sí
14,200605,No,2,10,7,5,Sí
16,200605,No,2,10,11,5,Sí
9,200605,No,2,10,12,5,Sí
15,200605,No,2,10,5,5,Sí
11,200605,No,2,10,3,5,Sí
9,200605,No,2,10,3,5,Sí
7,200605,No,2,10,4,5,Sí
13,200605,No,2,10,3,5,Sí
9,200605,No,2,10,4,5,Sí
11,200605,Sí,5,10,3,4,Sí
8,200605,Sí,8,10,4,4,Sí
16,200605,No,8,10,4,4,Sí
9,200605,No,1,10,5,4,Sí
6,200605,No,1,10,6,4,Sí
10,200605,No,2,10,3,4,Sí
6,200605,No,2,10,4,4,Sí
14,200605,No,8,10,4,4,Sí
12,200606,No,2,10,4,5,Sí
16,200606,No,2,10,3,5,Sí
12,200606,No,2,10,4,5,Sí
12,200606,No,2,10,3,5,Sí
7,200606,No,3,10,3,5,Sí
8,200606,No,3,10,4,5,Sí
10,200606,No,3,10,3,5,Sí
12,200606,No,3,10,4,4,Sí
6,200606,Sí,8,14,5,4,Sí
8,200606,Sí,2,10,4,4,Sí
9,200101,No,5,10,2,2,Sí
8,200101,Sí,1,10,4,4,Sí
13,200101,No,4,10,2,4,Sí
8,200101,No,4,10,3,4,Sí
6,200101,No,8,10,9,2,Sí
8,200101,No,2,10,3,1,Sí
13,200115,No,3,10,4,3,Sí
13,200115,No,2,10,10,3,Sí
10,200115,No,2,10,13,3,Sí
6,200115,Sí,4,10,4,4,Sí
11,200115,No,3,10,5,4,Sí
10,200115,No,2,10,3,4,Sí
17,200115,No,3,10,3,4,Sí
8,200115,No,1,10,4,4,Sí
16,200115,No,1,10,3,3,Sí
14,200115,Sí,3,10,3,3,Sí
6,200115,No,2,10,5,2,Sí
13,200101,No,4,10,4,3,Sí
7,200101,No,2,10,5,3,Sí
6,200101,No,4,10,3,3,Sí
7,200101,Sí,3,10,4,2,Sí
13,200101,No,2,10,2,2,Sí
7,200101,No,2,10,3,2,Sí
13,200104,No,2,10,3,1,Sí
13,200104,Sí,2,10,2,2,Sí
6,200104,No,3,10,3,2,Sí
16,200104,No,2,10,2,4,Sí
9,200104,No,2,10,3,4,Sí
10,200104,No,3,10,3,4,Sí
7,200104,No,8,10,4,4,Sí
14,200104,No,3,10,2,4,Sí
12,200104,No,1,10,3,4,Sí
9,200104,No,2,10,4,4,Sí
13,200104,No,1,10,2,4,Sí
12,200104,No,2,10,3,4,Sí
8,200104,No,2,10,4,4,Sí
13,200104,No,3,10,2,4,Sí
8,200104,No,3,10,3,4,Sí
16,200104,No,2,10,4,3,Sí
16,200104,No,5,10,3,3,Sí
15,200104,No,1,10,4,2,Sí
9,200104,No,2,10,3,2,Sí
8,200104,No,3,10,4,2,Sí
15,200104,No,4,10,3,2,Sí
13,200104,No,3,10,4,2,Sí
16,200104,No,1,10,3,2,Sí
14,200104,Sí,1,10,4,2,Sí
17,200104,No,8,10,3,2,Sí
15,200104,Sí,8,10,4,2,Sí
6,200104,No,8,10,5,2,Sí
7,200104,No,2,10,3,2,Sí
12,200104,No,2,10,3,2,Sí
10,200104,No,1,10,4,3,Sí
12,200104,No,1,10,3,3,Sí
7,200104,No,2,10,4,3,Sí
17,200104,Sí,2,10,2,3,Sí
7,200104,No,1,10,3,3,Sí
7,200104,No,1,10,4,3,Sí
9,200104,No,1,10,3,4,Sí
11,200104,Sí,3,10,3,5,Sí
9,200104,No,1,10,3,5,Sí
14,200104,No,2,10,3,5,Sí
11,200104,No,2,10,4,5,Sí
13,200104,No,1,10,3,5,Sí
9,200104,No,1,10,4,5,Sí
8,200104,No,1,10,5,5,Sí
12,200104,No,3,10,3,5,Sí
7,200104,No,1,10,4,5,Sí
15,200110,Sí,3,10,4,4,Sí
16,200110,No,2,10,2,4,Sí
12,200110,No,3,10,3,4,Sí
12,200110,No,2,10,4,4,Sí
12,200110,No,1,10,4,4,Sí
10,200110,No,1,10,5,4,Sí
6,200110,No,8,10,3,5,Sí
9,200110,No,2,10,3,5,Sí
7,200110,No,2,10,4,5,Sí
11,200110,No,2,10,3,5,Sí
17,200110,No,2,10,3,5,Sí
17,200110,No,2,10,4,5,Sí
11,200110,No,4,10,5,5,Sí
10,200110,No,3,10,6,5,Sí
6,200110,No,2,10,7,5,Sí
11,200110,Sí,2,10,4,5,Sí
10,200110,No,1,10,3,5,Sí
13,200110,Sí,2,10,4,5,Sí
7,200110,Sí,2,10,5,5,Sí
14,200110,Sí,2,10,5,5,Sí
11,200110,No,2,10,6,5,Sí
9,200110,No,2,10,7,5,Sí
15,200110,No,2,10,3,5,Sí
13,200110,No,3,10,3,5,Sí
8,200110,No,2,10,3,5,Sí
6,200110,No,2,10,4,5,Sí
15,200109,No,3,10,3,5,Sí
8,200109,No,3,10,3,5,Sí
13,200109,No,3,10,4,5,Sí
16,200109,No,3,10,8,5,Sí
17,200109,No,2,10,3,5,Sí
14,200109,No,2,10,3,5,Sí
9,200109,No,2,10,4,5,Sí
16,200109,No,2,10,4,5,Sí
9,200109,No,3,10,5,5,Sí
13,200109,No,2,10,2,5,Sí
8,200109,No,3,10,3,5,Sí
11,200109,No,2,10,2,5,Sí
16,200109,No,3,10,6,5,Sí
6,200109,No,3,10,3,5,Sí
8,200109,No,3,10,3,5,Sí
7,200107,Sí,3,10,5,5,Sí
8,200107,Sí,2,10,5,5,Sí
12,200105,No,5,10,4,5,Sí
11,200105,No,8,10,2,5,Sí
12,200105,No,1,10,4,5,Sí
16,200105,No,2,10,3,5,Sí
14,200105,No,3,10,4,5,Sí
11,200105,No,1,10,5,5,Sí
17,200105,No,2,10,2,5,Sí
10,200105,No,2,10,4,3,Sí
7,200105,No,3,10,5,3,Sí
12,200105,No,8,10,3,5,Sí
11,200105,Sí,3,10,4,5,Sí
9,200105,No,2,10,3,5,Sí
7,200105,No,1,10,6,5,Sí
7,200114,No,3,10,3,5,Sí
11,200114,No,3,10,3,5,Sí
16,200114,No,3,10,3,5,Sí
10,200114,No,3,10,5,5,Sí
11,200114,No,2,10,2,5,Sí
10,200114,No,2,10,2,5,Sí
10,200114,No,2,10,5,4,Sí
11,200114,No,3,10,3,4,Sí
6,200114,No,3,10,5,5,Sí
8,200114,No,2,10,4,5,Sí
15,200114,No,3,10,2,6,Sí
12,200114,Sí,1,10,3,6,Sí
10,200114,Sí,2,10,4,6,Sí
11,200114,No,5,10,3,6,Sí
8,200114,Sí,2,10,4,6,Sí
14,200114,No,3,10,3,6,Sí
7,200114,No,4,10,3,6,Sí
10,200114,No,1,10,3,6,Sí
11,200114,No,3,10,2,6,Sí
15,200114,No,8,10,4,6,Sí
9,200111,Sí,3,10,6,4,Sí
13,200111,No,3,10,4,4,Sí
10,200201,No,2,10,3,6,Sí
12,200201,No,1,10,3,6,Sí
10,200201,No,1,10,4,6,Sí
8,200201,No,1,10,5,6,Sí
7,200201,No,8,10,6,6,Sí
8,200201,No,8,10,3,6,Sí
6,200201,No,8,10,2,6,Sí
13,200201,No,8,10,3,6,Sí
11,200201,No,2,10,3,6,Sí
13,200207,No,2,10,3,6,Sí
7,200207,No,2,10,4,6,Sí
14,200207,Sí,2,10,3,6,Sí
11,200207,Sí,4,10,4,6,Sí
9,200207,No,2,10,2,6,Sí
11,200207,No,2,10,6,6,Sí
11,200207,No,2,10,3,6,Sí
12,200207,No,2,10,2,6,Sí
15,200207,No,8,10,5,6,Sí
15,200208,No,8,10,3,6,Sí
13,200208,No,8,10,4,6,Sí
13,200208,No,8,10,3,6,Sí
8,200208,No,8,10,4,6,Sí
8,200208,No,8,10,2,6,Sí
7,200208,No,2,10,3,6,Sí
6,200208,No,8,10,3,6,Sí
14,200208,No,2,10,3,6,Sí
7,200208,No,2,10,4,6,Sí
8,200208,No,2,10,3,6,Sí
16,200208,No,8,10,3,6,Sí
11,200208,No,8,10,4,6,Sí
14,200208,No,8,10,4,6,Sí
9,200208,No,8,10,5,6,Sí
7,200208,No,8,10,6,6,Sí
7,200208,No,2,10,3,6,Sí
6,200208,No,2,10,5,6,Sí
9,200208,No,8,10,3,6,Sí
10,200208,No,8,10,3,6,Sí
11,200301,No,2,10,3,4,Sí
15,200301,Sí,2,10,4,4,Sí
13,200301,Sí,5,10,3,4,Sí
14,200307,Sí,3,10,4,6,Sí
13,200307,No,3,10,5,6,Sí
14,200307,Sí,2,10,4,6,Sí
10,200307,No,2,10,5,6,Sí
12,200307,Sí,2,10,2,6,Sí
13,200307,No,3,10,3,6,Sí
11,200307,No,3,10,4,6,Sí
15,200307,No,3,10,4,6,Sí
13,200307,Sí,4,10,2,6,Sí
8,200307,Sí,2,10,3,6,Sí
7,200307,No,4,10,4,6,Sí
15,200307,No,4,10,3,6,Sí
14,200307,No,4,10,4,6,Sí
12,200307,No,4,10,5,6,Sí
8,200307,No,3,10,6,6,Sí
14,200307,No,4,10,4,6,Sí
12,200307,No,4,10,5,6,Sí
9,200307,No,3,10,6,6,Sí
14,200307,No,5,10,3,6,Sí
14,200307,No,4,10,5,6,Sí
13,200307,No,3,10,6,6,Sí
12,200307,No,4,10,7,6,Sí
16,200307,No,4,10,3,6,Sí
13,200307,No,5,10,3,6,Sí
11,200307,No,4,10,4,6,Sí
14,200307,No,3,10,2,6,Sí
6,200306,No,2,10,5,5,Sí
10,200306,No,2,10,3,5,Sí
10,200306,No,2,10,4,5,Sí
9,200306,No,3,10,5,5,Sí
13,200306,No,2,10,3,5,Sí
7,200306,No,2,10,4,5,Sí
8,200306,No,2,10,3,5,Sí
11,200306,No,3,10,3,5,Sí
10,200306,No,2,10,5,5,Sí
12,200304,No,2,10,3,6,Sí
17,200304,No,2,10,3,6,Sí
17,200304,No,2,10,3,6,Sí
14,200304,No,3,10,3,6,Sí
13,200304,No,3,10,4,6,Sí
10,200304,No,2,10,5,6,Sí
9,200304,No,3,10,6,6,Sí
7,200304,No,3,10,5,6,Sí
15,200304,No,3,10,3,6,Sí
12,200304,No,3,10,3,6,Sí
11,200304,No,3,10,3,6,Sí
10,200304,No,3,10,4,6,Sí
8,200304,No,3,10,5,6,Sí
15,200401,No,3,10,3,4,Sí
11,200401,No,3,10,4,4,Sí
8,200401,No,2,10,4,4,Sí
8,200401,No,2,10,3,4,Sí
9,200401,No,2,10,5,4,Sí
6,200401,No,3,10,6,4,Sí
14,200401,No,3,10,3,3,Sí
12,200401,No,2,10,4,3,Sí
6,200401,No,2,10,5,3,Sí
16,200401,No,4,10,4,3,Sí
15,200401,No,4,10,5,3,Sí
13,200401,No,6,10,6,3,Sí
12,200401,No,3,10,7,3,Sí
10,200401,No,4,10,8,3,Sí
14,200401,No,3,12,3,5,Sí
12,200401,No,3,10,4,5,Sí
15,200401,No,2,10,3,5,Sí
7,200401,No,3,10,4,5,Sí
14,200401,No,3,10,3,5,Sí
8,200401,No,2,10,4,5,Sí
11,200401,No,3,10,4,5,Sí
10,200401,Sí,2,10,4,4,Sí
7,200401,No,2,10,4,4,Sí
13,200401,No,2,10,5,4,Sí
13,200401,Sí,8,10,5,4,Sí
7,200401,No,2,10,6,4,Sí
16,200401,No,3,10,3,5,Sí
10,200401,No,2,10,4,5,Sí
15,200404,No,3,10,4,6,Sí
12,200404,No,3,10,5,6,Sí
9,200404,No,2,10,6,6,Sí
8,200404,No,3,10,7,6,Sí
11,200404,Sí,3,10,4,6,Sí
8,200404,Sí,3,10,5,6,Sí
15,200404,No,3,10,5,6,Sí
13,200404,No,2,10,6,6,Sí
12,200404,No,3,10,3,6,Sí
10,200404,No,2,10,4,6,Sí
8,200404,No,2,10,5,6,Sí
15,200404,Sí,8,10,5,6,Sí
6,200404,No,4,10,2,6,Sí
11,200404,No,3,10,4,6,Sí
11,200402,No,3,10,2,5,Sí
14,200402,No,1,10,2,5,Sí
7,200402,No,1,10,5,5,Sí
8,200402,Sí,2,10,3,5,Sí
15,200402,No,2,10,3,5,Sí
13,200402,No,1,10,4,5,Sí
12,200407,No,3,10,3,5,Sí
8,200407,No,3,10,4,5,Sí
12,200407,No,3,10,4,5,Sí
16,200407,No,3,10,3,5,Sí
13,200407,No,3,10,4,5,Sí
14,200407,No,3,10,3,5,Sí
6,200407,No,3,10,4,5,Sí
8,200407,No,3,10,4,5,Sí
17,200805,No,2,10,3,4,Sí
13,200805,No,2,10,4,4,Sí
8,200805,No,2,10,5,4,Sí
14,200805,No,2,10,3,4,Sí
9,200805,No,2,10,4,4,Sí
11,200805,No,2,10,3,4,Sí
8,200805,No,2,10,4,4,Sí
7,200805,No,2,10,5,4,Sí
16,200806,No,4,10,2,5,Sí
6,200806,No,2,10,2,5,Sí
14,200801,No,3,10,3,4,Sí
6,200801,No,2,10,3,4,Sí
15,200801,No,3,10,3,4,Sí
14,200801,No,3,10,3,4,Sí
15,200801,No,3,10,4,4,Sí
9,200801,No,3,10,5,4,Sí
11,200801,No,2,10,4,4,Sí
11,200801,No,3,10,2,4,Sí
9,200801,No,2,10,3,4,Sí
7,200801,No,3,10,4,4,Sí
13,200801,No,2,10,3,4,Sí
8,200801,No,2,10,7,4,Sí
16,200801,No,3,10,4,3,Sí
15,200801,No,4,10,5,3,Sí
6,200801,No,2,10,6,3,Sí
17,200801,No,3,10,4,3,Sí
12,200801,No,3,10,5,3,Sí
8,200801,No,3,10,6,3,Sí
13,200801,No,2,10,3,3,Sí
8,200801,Sí,1,10,4,3,Sí
17,200801,Sí,1,10,4,4,Sí
13,200801,No,3,10,6,4,Sí
16,200801,No,3,10,4,4,Sí
9,200801,No,3,10,5,4,Sí
17,200801,No,1,10,3,4,Sí
14,200801,No,2,10,4,4,Sí
8,200801,No,2,10,5,4,Sí
17,200801,No,2,10,3,4,Sí
15,200801,No,2,10,3,4,Sí
13,200801,No,2,10,4,4,Sí
6,200801,No,1,10,3,4,Sí
9,200801,No,2,10,3,4,Sí
16,200801,No,2,10,3,4,Sí
8,200801,No,2,10,4,4,Sí
7,200804,No,1,10,5,5,Sí
10,200804,No,2,10,3,5,Sí
14,200804,No,2,10,3,5,Sí
9,200804,No,2,10,4,5,Sí
10,140301,Sí,1,10,3,2,Sí
13,140301,Sí,2,10,3,2,Sí
8,140301,No,2,10,3,2,Sí
8,140301,Sí,1,10,2,2,Sí
10,140301,No,1,10,3,2,Sí
9,140301,No,1,10,4,2,Sí
7,140301,No,2,10,5,2,Sí
10,140301,No,1,10,5,2,Sí
9,140301,No,2,10,6,2,Sí
17,140301,No,2,10,2,5,Sí
15,140301,No,3,10,3,5,Sí
14,140301,No,4,10,4,5,Sí
12,140301,No,2,10,5,5,Sí
9,140301,No,2,10,6,5,Sí
13,140301,No,4,10,2,5,Sí
7,140301,No,6,10,3,5,Sí
8,140301,No,2,10,3,5,Sí
11,140301,No,2,10,3,5,Sí
8,140301,No,2,10,2,5,Sí
15,140301,Sí,4,10,4,5,Sí
11,140301,Sí,2,10,4,5,Sí
13,140301,Sí,1,10,4,3,Sí
15,140301,Sí,2,10,3,3,Sí
9,140301,No,2,10,4,3,Sí
13,140301,No,2,10,4,3,Sí
16,140301,Sí,3,10,3,3,Sí
12,140301,No,2,10,4,3,Sí
7,140301,No,1,10,5,3,Sí
16,140301,No,1,10,3,6,Sí
14,140301,No,1,10,4,6,Sí
10,140301,No,3,10,4,6,Sí
7,140301,No,2,10,3,6,Sí
13,140301,No,3,10,3,6,Sí
11,140301,No,3,10,4,6,Sí
9,140301,No,3,10,5,6,Sí
8,140301,No,3,10,6,6,Sí
12,140301,No,4,10,3,6,Sí
9,140301,No,2,10,4,6,Sí
17,140301,Sí,2,10,4,6,Sí
7,140301,No,2,10,3,6,Sí
13,140301,No,2,10,3,6,Sí
10,140301,No,2,10,4,6,Sí
7,140301,No,3,10,5,6,Sí
13,140306,No,4,10,2,5,Sí
13,140306,No,1,10,5,5,Sí
7,140306,No,2,10,2,5,Sí
10,140305,No,2,10,5,4,Sí
14,140305,No,2,10,3,4,Sí
9,140305,No,3,10,4,4,Sí
6,140305,Sí,2,10,3,4,Sí
14,140305,No,1,10,3,4,Sí
11,140305,No,2,10,4,4,Sí
8,140312,Sí,2,10,5,6,Sí
7,140312,Sí,2,10,3,6,Sí
12,140312,Sí,2,10,5,6,Sí
9,140312,Sí,2,10,6,6,Sí
15,140312,No,2,10,3,6,Sí
10,140312,No,2,10,4,6,Sí
7,140312,No,3,10,5,6,Sí
11,140312,Sí,2,10,6,6,Sí
9,140312,Sí,2,10,7,6,Sí
16,140312,No,2,10,3,6,Sí
12,140312,No,2,10,4,6,Sí
6,140312,No,2,10,5,6,Sí
12,140312,Sí,2,10,4,6,Sí
11,140312,Sí,2,10,4,6,Sí
6,140312,Sí,2,10,5,6,Sí
11,140309,Sí,2,10,4,5,Sí
9,140309,Sí,2,10,5,5,Sí
7,140309,Sí,2,10,6,5,Sí
10,140309,No,2,10,3,5,Sí
11,140309,No,2,10,4,5,Sí
8,140309,No,2,10,5,5,Sí
12,140304,Sí,2,10,5,4,Sí
6,140304,No,2,10,6,4,Sí
12,140308,No,2,10,3,5,Sí
8,140308,No,1,10,4,5,Sí
15,140308,No,1,10,3,5,Sí
10,140308,No,1,10,3,5,Sí
13,140308,No,1,10,3,5,Sí
11,140308,No,1,10,4,5,Sí
8,140308,No,1,10,5,5,Sí
10,140308,No,4,10,3,4,Sí
8,140308,No,3,10,4,4,Sí
6,140308,No,3,10,5,4,Sí
12,140308,No,2,10,3,4,Sí
6,140308,Sí,3,10,4,4,Sí
16,140308,Sí,2,10,3,4,Sí
11,140308,Sí,3,10,4,4,Sí
11,140308,No,1,10,3,4,Sí
11,140308,No,2,10,3,4,Sí
9,140308,No,3,10,4,4,Sí
7,140308,Sí,1,10,2,6,Sí
13,140308,Sí,8,10,3,6,Sí
6,140308,No,8,10,4,6,Sí
16,140308,Sí,2,10,3,6,Sí
14,140308,Sí,2,10,4,6,Sí
10,140308,Sí,2,10,5,6,Sí
8,140308,Sí,3,10,6,6,Sí
8,140308,Sí,2,10,3,6,Sí
8,140203,Sí,2,1,3,6,Sí
6,140203,Sí,2,1,4,6,Sí
17,140203,Sí,2,1,3,6,Sí
17,140203,Sí,2,1,3,6,Sí
14,140203,Sí,2,1,4,6,Sí
10,140203,Sí,2,1,5,6,Sí
7,140203,Sí,2,1,6,6,Sí
15,140203,Sí,2,1,4,6,Sí
12,140203,Sí,2,1,5,6,Sí
9,140203,Sí,2,1,6,6,Sí
13,140203,Sí,2,1,3,6,Sí
17,140203,Sí,2,1,3,6,Sí
